URL,page_type,locale,GSC_status,indexable,sitemap,internal_links,raw_similarity_risk,v2_similarity_risk,intent_relationship,value_score,action,merge_confidence,merge_reason,functional_equivalence,merge_target,human_review_required,v1_action
https://funnytools.win/category/text/,category,zh-TW,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-guides.xml,36,high,low,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/category/time/,category,zh-TW,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-guides.xml,29,high,low,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/contact/,legal,zh-TW,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-guides.xml,313,medium,low,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/disclaimer/,legal,zh-TW,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-guides.xml,313,medium,low,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/education-statistics/,other,zh-TW,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-guides.xml,312,high,low,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/en/about/,legal,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,193,medium,low,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/en/about-tools/,legal,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,194,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/category/draw/,category,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,13,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/category/image/,category,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,23,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/category/money/,category,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,13,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/category/pdf/,category,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,24,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/category/random/,category,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,21,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/category/statistics/,category,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,22,high,low,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/en/category/study/,category,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,15,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/category/text/,category,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,26,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/category/time/,category,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,18,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/contact/,legal,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,193,medium,low,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/en/disclaimer/,legal,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,193,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/education-statistics/,other,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,193,high,low,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/en/for/creators/,audience,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/for/designers/,audience,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/for/developers/,audience,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/for/,hub,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,193,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/for/office-workers/,audience,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,9,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/for/students/,audience,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,8,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/for/teachers/,audience,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,8,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/guides/2d-cad-drawing-board-workflow-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,3,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/a4-vs-us-letter-printing-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,12,low,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/guides/anova-apa-format-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,11,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/guides/bar-chart-school-report-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/guides/classroom-group-roles-rotation-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/classroom-lottery-tool-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,11,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/guides/classroom-random-group-absent-student-repair-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,4,high,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/classroom-random-group-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,19,high,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/guides/classroom-random-group-materials-handoff-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,2,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/classroom-random-group-no-repeat-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/classroom-random-group-seat-transition-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,3,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/classroom-random-group-shareable-result-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,4,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/classroom-random-group-size-balance-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,5,high,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/classroom-random-picker-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,16,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/guides/classroom-timer-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,16,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/guides/csv-to-json-header-duplicate-column-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,6,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/fair-student-grouping-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,11,high,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/guides/image-color-profile-web-print-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,3,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/image-compression-email-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,11,low,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/guides/image-compression-quality-size-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,8,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/image-compressor-metadata-privacy-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,4,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/image-resampling-quality-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,3,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/image-resize-aspect-ratio-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/image-resolution-print-web-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,5,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/,hub,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,193,low,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/guides/json-formatter-trailing-comma-error-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,5,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,4,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/merge-pdf-page-size-orientation-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,9,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/merge-pdf-private-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,14,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/guides/merge-pdf-reading-order-checklist-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,9,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/pdf-accessibility-reading-order-check-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,2,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/pdf-compressor-email-attachment-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,5,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/pdf-compressor-form-fields-links-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,3,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/pdf-page-reorder-appendix-merge-check-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,4,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/pdf-split-vs-extract-vs-delete/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,5,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/pdf-table-to-excel-header-check-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,5,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/pdf-to-image-background-contrast-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,5,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/pdf-to-image-multipage-download-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,8,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/pdf-to-image-print-crop-marks-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,3,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/pdf-to-image-raster-text-search-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,9,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/pdf-to-image-resolution-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,12,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/pdf-to-word-form-field-editing-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,4,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/pdf-to-word-layout-fidelity-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,9,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/pdf-to-word-ocr-language-check-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,2,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/pdf-to-word-review-track-changes-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,6,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/pdf-upload-failed-troubleshooting/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,5,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/percentage-grade-to-gpa-conversion-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,3,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/percentage-shortcuts-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,8,low,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/guides/percentile-rank-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,10,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/guides/photos-to-pdf-phone-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/guides/qr-code-accessible-fallback-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,3,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/qr-code-before-print-testing-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,12,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/qr-code-classroom-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/guides/qr-code-destination-change-log-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,4,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/qr-code-event-page-expiry-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,7,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/qr-code-mobile-landing-page-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,11,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/qr-code-multi-placement-consistency-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,2,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/qr-code-multilingual-switch-testing-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,4,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/qr-code-payload-length-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,6,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/qr-code-scan-failure-field-troubleshooting-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,3,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/qr-code-utm-campaign-link-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,5,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/seating-chart-changeover-routine-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,5,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/seating-chart-student-needs-intake-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,6,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/split-pdf-output-naming-batch-delivery-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,3,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/split-pdf-page-range-planning-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,8,medium,low,NONE,,WAIT,NONE,new or evidence window too short; preserve observation state,NO,,no,WAIT
https://funnytools.win/en/guides/spss-levene-test-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,12,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/guides/t-score-calculator-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,15,high,high,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/guides/t-test-apa-format-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,11,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/guides/teacher-exam-weighted-score-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,12,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/guides/two-way-anova-interaction-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,8,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/guides/word-count-essay-limits-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,6,low,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/guides/z-score-calculator-guide/,guide,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,12,high,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/,home,en,Indexed,yes,sitemap-en.xml,407,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/privacy/,legal,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,194,medium,low,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/en/shop/,support,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,193,low,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/support/,support,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,193,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/terms/,legal,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,193,medium,low,NONE,,IMPROVE,NONE,multi-signal value triage remains below review floor after similarity recalibration,NO,,yes,IMPROVE
https://funnytools.win/en/tools/age-calculator/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,14,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/apa-7-report-generator/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,16,high,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/bar-chart-maker/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,14,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,MERGE
https://funnytools.win/en/tools/barcode-generator/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,10,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/base64/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,12,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
https://funnytools.win/en/tools/break-reminder/,tool,en,UNKNOWN (no current URL-level Coverage sample),yes,sitemap-en.xml,10,medium,low,NONE,,KEEP,NONE,functional intent calibration found no high-confidence SAME outcome,NO,,no,KEEP
