url,locale,tool_slug,page_type,content_cluster,action,source,target,outcome,function,audience,intent_signature,signature_confidence,source_of_truth
https://funnytools.win/en/tools/image-rotate-flip/,en,image-rotate-flip,tool,image,transform,image-rotate-flip,image-rotate-flip,transformed-output,image-rotate-flip,general,transform|image-rotate-flip|image-rotate-flip|transformed-output|image-rotate-flip|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/image-to-base64/,en,image-to-base64,tool,image,convert,image,base64,base64-output,directional-conversion,general,convert|image|base64|base64-output|directional-conversion|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/image-to-dxf/,en,image-to-dxf,tool,draw,convert,image,dxf,dxf-output,directional-conversion,general,convert|image|dxf|dxf-output|directional-conversion|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/images-to-pdf/,en,images-to-pdf,tool,pdf,convert,images,pdf,pdf-output,directional-conversion,general,convert|images|pdf|pdf-output|directional-conversion|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/independent-samples-t-test-calculator/,en,independent-samples-t-test-calculator,tool,statistics,calculate,independent-samples-t-test,independent-samples-t-test,calculated-result,independent-samples-t-test,general,calculate|independent-samples-t-test|independent-samples-t-test|calculated-result|independent-samples-t-test|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/inflation/,en,inflation,tool,money,use,inflation,inflation,tool-result,inflation,general,use|inflation|inflation|tool-result|inflation|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/jpg-to-png/,en,jpg-to-png,tool,image,convert,jpg,png,png-file,image-format-conversion,general,convert|jpg|png|png-file|image-format-conversion|general,HIGH,explicit functional rule
https://funnytools.win/en/tools/jpg-to-webp/,en,jpg-to-webp,tool,image,convert,jpg,webp,webp-file,image-format-conversion,general,convert|jpg|webp|webp-file|image-format-conversion|general,HIGH,explicit functional rule
https://funnytools.win/en/tools/json-formatter/,en,json-formatter,tool,text,format,json-formatter,json-formatter,formatted-output,json-formatter,general,format|json-formatter|json-formatter|formatted-output|json-formatter|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/json-to-csv/,en,json-to-csv,tool,text,convert,json,csv,csv-data,data-format-conversion,general,convert|json|csv|csv-data|data-format-conversion|general,HIGH,explicit functional rule
https://funnytools.win/en/tools/markdown-previewer/,en,markdown-previewer,tool,text,preview,markdown-previewer,markdown-previewer,preview,markdown-previewer,general,preview|markdown-previewer|markdown-previewer|preview|markdown-previewer|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/merge-pdf/,en,merge-pdf,tool,pdf,merge,pdf-files,pdf,combined-document,pdf-document-assembly,general,merge|pdf-files|pdf|combined-document|pdf-document-assembly|general,HIGH,explicit functional rule
https://funnytools.win/en/tools/mortgage-payment/,en,mortgage-payment,tool,money,use,mortgage-payment,mortgage-payment,tool-result,mortgage-payment,general,use|mortgage-payment|mortgage-payment|tool-result|mortgage-payment|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/net-salary/,en,net-salary,tool,money,calculate,net-salary,net-salary,calculated-result,net-salary,general,calculate|net-salary|net-salary|calculated-result|net-salary|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/normalized-score-converter/,en,normalized-score-converter,tool,statistics,convert,raw-score-and-target-scale,standardized-score,normalized-score,score-standardization,general,convert|raw-score-and-target-scale|standardized-score|normalized-score|score-standardization|general,HIGH,explicit functional rule
https://funnytools.win/en/tools/overtime-pay/,en,overtime-pay,tool,money,use,overtime-pay,overtime-pay,tool-result,overtime-pay,general,use|overtime-pay|overtime-pay|tool-result|overtime-pay|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/password-generator/,en,password-generator,tool,random,generate,password,password,generated-result,password,general,generate|password|password|generated-result|password|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/pdf-compressor/,en,pdf-compressor,tool,pdf,compress,pdf-compressor,pdf-compressor,smaller-file,pdf-compressor,general,compress|pdf-compressor|pdf-compressor|smaller-file|pdf-compressor|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/pdf-page-reorder/,en,pdf-page-reorder,tool,pdf,reorder,pdf,pdf,reordered-document,pdf-page-editing,general,reorder|pdf|pdf|reordered-document|pdf-page-editing|general,HIGH,explicit functional rule
https://funnytools.win/en/tools/pdf-table-to-excel/,en,pdf-table-to-excel,tool,pdf,convert,pdf-table,excel,spreadsheet-data,table-extraction,general,convert|pdf-table|excel|spreadsheet-data|table-extraction|general,HIGH,explicit functional rule
https://funnytools.win/en/tools/pdf-to-image/,en,pdf-to-image,tool,pdf,convert,pdf,image,image-files,pdf-rendering,general,convert|pdf|image|image-files|pdf-rendering|general,HIGH,explicit functional rule
https://funnytools.win/en/tools/pdf-to-word/,en,pdf-to-word,tool,pdf,convert,pdf,word,word-document,document-conversion,general,convert|pdf|word|word-document|document-conversion|general,HIGH,explicit functional rule
https://funnytools.win/en/tools/percentage-calculator/,en,percentage-calculator,tool,statistics,calculate,percentage,percentage,calculated-result,percentage,general,calculate|percentage|percentage|calculated-result|percentage|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/percentile-rank-calculator/,en,percentile-rank-calculator,tool,statistics,calculate,score-and-distribution,rank,percentile-rank,rank-calculation,general,calculate|score-and-distribution|rank|percentile-rank|rank-calculation|general,HIGH,explicit functional rule
https://funnytools.win/en/tools/pie-chart-maker/,en,pie-chart-maker,tool,draw,create,pie-chart,pie-chart,created-artifact,pie-chart,general,create|pie-chart|pie-chart|created-artifact|pie-chart|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/png-to-jpg/,en,png-to-jpg,tool,image,convert,png,jpg,jpg-file,image-format-conversion,general,convert|png|jpg|jpg-file|image-format-conversion|general,HIGH,explicit functional rule
https://funnytools.win/en/tools/pomodoro-timer/,en,pomodoro-timer,tool,time,use,pomodoro-timer,pomodoro-timer,tool-result,pomodoro-timer,general,use|pomodoro-timer|pomodoro-timer|tool-result|pomodoro-timer|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/qr-code-generator/,en,qr-code-generator,tool,image,generate,qr-code,qr-code,generated-result,qr-code,general,generate|qr-code|qr-code|generated-result|qr-code|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/random-group-generator/,en,random-group-generator,tool,random,generate,random-group,random-group,generated-result,random-group,general,generate|random-group|random-group|generated-result|random-group|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/random-name-picker/,en,random-name-picker,tool,random,select,random-name-picker,random-name-picker,selected-result,random-name-picker,general,select|random-name-picker|random-name-picker|selected-result|random-name-picker|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/random-number-picker/,en,random-number-picker,tool,random,select,random-number-picker,random-number-picker,selected-result,random-number-picker,general,select|random-number-picker|random-number-picker|selected-result|random-number-picker|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/random-student-picker/,en,random-student-picker,tool,study,select,random-student-picker,random-student-picker,selected-result,random-student-picker,general,select|random-student-picker|random-student-picker|selected-result|random-student-picker|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/random-wheel/,en,random-wheel,tool,random,select,random-wheel,random-wheel,selected-result,random-wheel,general,select|random-wheel|random-wheel|selected-result|random-wheel|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/remove-duplicate-lines/,en,remove-duplicate-lines,tool,text,remove,remove-duplicate-lines,remove-duplicate-lines,cleaned-output,remove-duplicate-lines,general,remove|remove-duplicate-lines|remove-duplicate-lines|cleaned-output|remove-duplicate-lines|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/remove-empty-lines/,en,remove-empty-lines,tool,text,remove,remove-empty-lines,remove-empty-lines,cleaned-output,remove-empty-lines,general,remove|remove-empty-lines|remove-empty-lines|cleaned-output|remove-empty-lines|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/rotate-pdf/,en,rotate-pdf,tool,pdf,transform,rotate-pdf,rotate-pdf,transformed-output,rotate-pdf,general,transform|rotate-pdf|rotate-pdf|transformed-output|rotate-pdf|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/savings-goal/,en,savings-goal,tool,money,use,savings-goal,savings-goal,tool-result,savings-goal,general,use|savings-goal|savings-goal|tool-result|savings-goal|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/seating-chart/,en,seating-chart,tool,study,use,seating-chart,seating-chart,tool-result,seating-chart,general,use|seating-chart|seating-chart|tool-result|seating-chart|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/sketchpad/,en,sketchpad,tool,draw,create,sketchpad,sketchpad,created-artifact,sketchpad,general,create|sketchpad|sketchpad|created-artifact|sketchpad|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/sort-lines/,en,sort-lines,tool,text,sort,sort-lines,sort-lines,sorted-output,sort-lines,general,sort|sort-lines|sort-lines|sorted-output|sort-lines|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/split-pdf/,en,split-pdf,tool,pdf,split,pdf,pdf-files,separate-documents,pdf-document-assembly,general,split|pdf|pdf-files|separate-documents|pdf-document-assembly|general,HIGH,explicit functional rule
https://funnytools.win/en/tools/spss-result-interpreter/,en,spss-result-interpreter,tool,statistics,interpret,spss-result-interpreter,spss-result-interpreter,interpreted-result,spss-result-interpreter,general,interpret|spss-result-interpreter|spss-result-interpreter|interpreted-result|spss-result-interpreter|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/standard-deviation/,en,standard-deviation,tool,statistics,calculate,raw-scores,summary-statistics,mean-variance-standard-deviation,descriptive-statistics,general,calculate|raw-scores|summary-statistics|mean-variance-standard-deviation|descriptive-statistics|general,HIGH,explicit functional rule
https://funnytools.win/en/tools/stopwatch/,en,stopwatch,tool,time,use,stopwatch,stopwatch,tool-result,stopwatch,general,use|stopwatch|stopwatch|tool-result|stopwatch|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/t-score-calculator/,en,t-score-calculator,tool,statistics,calculate,z-score,standardized-score,t-score,score-standardization,general,calculate|z-score|standardized-score|t-score|score-standardization|general,HIGH,explicit functional rule
https://funnytools.win/en/tools/teacher-exam-score-converter/,en,teacher-exam-score-converter,tool,statistics,calculate,teacher-exam-score-converter,teacher-exam-score-converter,calculated-result,teacher-exam-score-converter,general,calculate|teacher-exam-score-converter|teacher-exam-score-converter|calculated-result|teacher-exam-score-converter|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/this-or-that/,en,this-or-that,tool,random,use,this-or-that,this-or-that,tool-result,this-or-that,general,use|this-or-that|this-or-that|tool-result|this-or-that|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/timestamp-converter/,en,timestamp-converter,tool,time,use,timestamp-converter,timestamp-converter,tool-result,timestamp-converter,general,use|timestamp-converter|timestamp-converter|tool-result|timestamp-converter|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/url-encoder/,en,url-encoder,tool,text,use,url-encoder,url-encoder,tool-result,url-encoder,general,use|url-encoder|url-encoder|tool-result|url-encoder|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/uuid-generator/,en,uuid-generator,tool,random,generate,uuid,uuid,generated-result,uuid,general,generate|uuid|uuid|generated-result|uuid|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/webp-to-jpg/,en,webp-to-jpg,tool,image,convert,webp,jpg,jpg-file,image-format-conversion,general,convert|webp|jpg|jpg-file|image-format-conversion|general,HIGH,explicit functional rule
https://funnytools.win/en/tools/weighted-average-calculator/,en,weighted-average-calculator,tool,statistics,calculate,values-and-weights,weighted-result,weighted-average,weighted-calculation,general,calculate|values-and-weights|weighted-result|weighted-average|weighted-calculation|general,HIGH,explicit functional rule
https://funnytools.win/en/tools/what-to-eat/,en,what-to-eat,tool,random,convert,what,eat,eat-output,directional-conversion,general,convert|what|eat|eat-output|directional-conversion|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/word-counter/,en,word-counter,tool,text,count,word-counter,word-counter,count,word-counter,general,count|word-counter|word-counter|count|word-counter|general,MEDIUM,slug-derived fallback
https://funnytools.win/en/tools/z-score-calculator/,en,z-score-calculator,tool,statistics,calculate,score-and-distribution,standardized-score,z-score,score-standardization,general,calculate|score-and-distribution|standardized-score|z-score|score-standardization|general,HIGH,explicit functional rule
https://funnytools.win/es/herramientas/cad-2d-online/,es,cad-2d,tool,draw,use,cad-2d,cad-2d,tool-result,cad-2d,general,use|cad-2d|cad-2d|tool-result|cad-2d|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/calculadora-alfa-cronbach/,es,cronbach-alpha-calculator,tool,statistics,calculate,cronbach-alpha,cronbach-alpha,calculated-result,cronbach-alpha,general,calculate|cronbach-alpha|cronbach-alpha|calculated-result|cronbach-alpha|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/calculadora-de-edad/,es,age-calculator,tool,time,calculate,age,age,calculated-result,age,general,calculate|age|age|calculated-result|age|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/calculadora-desviacion-estandar/,es,standard-deviation,tool,statistics,calculate,raw-scores,summary-statistics,mean-variance-standard-deviation,descriptive-statistics,general,calculate|raw-scores|summary-statistics|mean-variance-standard-deviation|descriptive-statistics|general,HIGH,explicit functional rule
https://funnytools.win/es/herramientas/calculadora-dias-laborables/,es,business-days,tool,time,use,business-days,business-days,tool-result,business-days,general,use|business-days|business-days|tool-result|business-days|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/calculadora-gpa/,es,gpa-calculator,tool,study,calculate,gpa,gpa,calculated-result,gpa,general,calculate|gpa|gpa|calculated-result|gpa|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/calculadora-hipoteca/,es,mortgage-payment,tool,money,use,mortgage-payment,mortgage-payment,tool-result,mortgage-payment,general,use|mortgage-payment|mortgage-payment|tool-result|mortgage-payment|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/calculadora-horas-extra/,es,overtime-pay,tool,money,use,overtime-pay,overtime-pay,tool-result,overtime-pay,general,use|overtime-pay|overtime-pay|tool-result|overtime-pay|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/calculadora-inflacion/,es,inflation,tool,money,use,inflation,inflation,tool-result,inflation,general,use|inflation|inflation|tool-result|inflation|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/calculadora-interes-compuesto/,es,compound-interest,tool,money,use,compound-interest,compound-interest,tool-result,compound-interest,general,use|compound-interest|compound-interest|tool-result|compound-interest|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/calculadora-media-ponderada/,es,weighted-average-calculator,tool,statistics,calculate,values-and-weights,weighted-result,weighted-average,weighted-calculation,general,calculate|values-and-weights|weighted-result|weighted-average|weighted-calculation|general,HIGH,explicit functional rule
https://funnytools.win/es/herramientas/calculadora-meta-ahorro/,es,savings-goal,tool,money,use,savings-goal,savings-goal,tool-result,savings-goal,general,use|savings-goal|savings-goal|tool-result|savings-goal|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/calculadora-nota-oposicion-docente/,es,teacher-exam-score-converter,tool,statistics,calculate,teacher-exam-score-converter,teacher-exam-score-converter,calculated-result,teacher-exam-score-converter,general,calculate|teacher-exam-score-converter|teacher-exam-score-converter|calculated-result|teacher-exam-score-converter|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/calculadora-percentil-ranking-clase/,es,class-rank-percentile-calculator,tool,statistics,calculate,class-rank-percentile,class-rank-percentile,calculated-result,class-rank-percentile,general,calculate|class-rank-percentile|class-rank-percentile|calculated-result|class-rank-percentile|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/calculadora-porcentajes/,es,percentage-calculator,tool,statistics,calculate,percentage,percentage,calculated-result,percentage,general,calculate|percentage|percentage|calculated-result|percentage|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/calculadora-promedio-notas/,es,grade-average,tool,statistics,calculate,grades,average-grade,grade-average,grade-calculation,general,calculate|grades|average-grade|grade-average|grade-calculation|general,HIGH,explicit functional rule
https://funnytools.win/es/herramientas/calculadora-puntuacion-t/,es,t-score-calculator,tool,statistics,calculate,z-score,standardized-score,t-score,score-standardization,general,calculate|z-score|standardized-score|t-score|score-standardization|general,HIGH,explicit functional rule
https://funnytools.win/es/herramientas/calculadora-puntuacion-z/,es,z-score-calculator,tool,statistics,calculate,score-and-distribution,standardized-score,z-score,score-standardization,general,calculate|score-and-distribution|standardized-score|z-score|score-standardization|general,HIGH,explicit functional rule
https://funnytools.win/es/herramientas/calculadora-rango-percentil/,es,percentile-rank-calculator,tool,statistics,calculate,score-and-distribution,rank,percentile-rank,rank-calculation,general,calculate|score-and-distribution|rank|percentile-rank|rank-calculation|general,HIGH,explicit functional rule
https://funnytools.win/es/herramientas/calculadora-sueldo-neto/,es,net-salary,tool,money,calculate,net-salary,net-salary,calculated-result,net-salary,general,calculate|net-salary|net-salary|calculated-result|net-salary|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/calculadora-t-muestras-independientes/,es,independent-samples-t-test-calculator,tool,statistics,calculate,independent-samples-t-test,independent-samples-t-test,calculated-result,independent-samples-t-test,general,calculate|independent-samples-t-test|independent-samples-t-test|calculated-result|independent-samples-t-test|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/calcular-diferencia-entre-fechas/,es,date-difference,tool,time,use,date-difference,date-difference,tool-result,date-difference,general,use|date-difference|date-difference|tool-result|date-difference|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/codificar-decodificar-base64/,es,base64,tool,text,use,base64,base64,tool-result,base64,general,use|base64|base64|tool-result|base64|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/codificar-decodificar-url/,es,url-encoder,tool,text,use,url-encoder,url-encoder,tool-result,url-encoder,general,use|url-encoder|url-encoder|tool-result|url-encoder|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/comprimir-imagenes/,es,image-compressor,tool,image,compress,image-compressor,image-compressor,smaller-file,image-compressor,general,compress|image-compressor|image-compressor|smaller-file|image-compressor|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/comprimir-pdf/,es,pdf-compressor,tool,pdf,compress,pdf-compressor,pdf-compressor,smaller-file,pdf-compressor,general,compress|pdf-compressor|pdf-compressor|smaller-file|pdf-compressor|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/contador-caracteres/,es,character-counter,tool,text,count,character-counter,character-counter,count,character-counter,general,count|character-counter|character-counter|count|character-counter|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/contador-palabras/,es,word-counter,tool,text,count,word-counter,word-counter,count,word-counter,general,count|word-counter|word-counter|count|word-counter|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/conversor-puntuaciones-estandarizadas/,es,normalized-score-converter,tool,statistics,convert,raw-score-and-target-scale,standardized-score,normalized-score,score-standardization,general,convert|raw-score-and-target-scale|standardized-score|normalized-score|score-standardization|general,HIGH,explicit functional rule
https://funnytools.win/es/herramientas/convertir-csv-a-json/,es,csv-to-json,tool,text,convert,csv,json,json-data,data-format-conversion,general,convert|csv|json|json-data|data-format-conversion|general,HIGH,explicit functional rule
https://funnytools.win/es/herramientas/convertir-imagen-base64/,es,image-to-base64,tool,image,convert,image,base64,base64-output,directional-conversion,general,convert|image|base64|base64-output|directional-conversion|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/convertir-imagenes-a-pdf/,es,images-to-pdf,tool,pdf,convert,images,pdf,pdf-output,directional-conversion,general,convert|images|pdf|pdf-output|directional-conversion|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/convertir-jpg-a-png/,es,jpg-to-png,tool,image,convert,jpg,png,png-file,image-format-conversion,general,convert|jpg|png|png-file|image-format-conversion|general,HIGH,explicit functional rule
https://funnytools.win/es/herramientas/convertir-jpg-a-webp/,es,jpg-to-webp,tool,image,convert,jpg,webp,webp-file,image-format-conversion,general,convert|jpg|webp|webp-file|image-format-conversion|general,HIGH,explicit functional rule
https://funnytools.win/es/herramientas/convertir-json-a-csv/,es,json-to-csv,tool,text,convert,json,csv,csv-data,data-format-conversion,general,convert|json|csv|csv-data|data-format-conversion|general,HIGH,explicit functional rule
https://funnytools.win/es/herramientas/convertir-mayusculas-minusculas/,es,case-converter,tool,text,use,case-converter,case-converter,tool-result,case-converter,general,use|case-converter|case-converter|tool-result|case-converter|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/convertir-pdf-a-imagen/,es,pdf-to-image,tool,pdf,convert,pdf,image,image-files,pdf-rendering,general,convert|pdf|image|image-files|pdf-rendering|general,HIGH,explicit functional rule
https://funnytools.win/es/herramientas/convertir-png-a-jpg/,es,png-to-jpg,tool,image,convert,png,jpg,jpg-file,image-format-conversion,general,convert|png|jpg|jpg-file|image-format-conversion|general,HIGH,explicit functional rule
https://funnytools.win/es/herramientas/convertir-timestamp-unix/,es,timestamp-converter,tool,time,use,timestamp-converter,timestamp-converter,tool-result,timestamp-converter,general,use|timestamp-converter|timestamp-converter|tool-result|timestamp-converter|general,MEDIUM,slug-derived fallback
https://funnytools.win/es/herramientas/convertir-webp-a-jpg/,es,webp-to-jpg,tool,image,convert,webp,jpg,jpg-file,image-format-conversion,general,convert|webp|jpg|jpg-file|image-format-conversion|general,HIGH,explicit functional rule
https://funnytools.win/es/herramientas/crear-diagrama-flujo/,es,flowchart,tool,draw,create,flowchart,flowchart,created-artifact,flowchart,general,create|flowchart|flowchart|created-artifact|flowchart|general,MEDIUM,slug-derived fallback
