url_a,url_b,similarity_score,same_cluster,same_locale,same_search_intent,recommended_action
https://funnytools.win/guides/classroom-random-picker-guide/,https://funnytools.win/workflows/teacher-classroom-random-toolkit/,0.866,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/convertir-csv-en-json/,https://funnytools.win/fr/outils/convertir-json-en-csv/,0.865,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/t-score-calculator-guide/,https://funnytools.win/guides/z-score-calculator-guide/,0.865,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/z-score-calculator-guide/,https://funnytools.win/tools/t-score-calculator/,0.865,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/teacher-exam-weighted-score-guide/,https://funnytools.win/workflows/teacher-exam-score-toolkit/,0.864,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/delete-pdf-pages/,https://funnytools.win/tools/pdf-page-reorder/,0.864,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/grade-average/,https://funnytools.win/tools/teacher-exam-score-converter/,0.864,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/recordatorio-descansos/,https://funnytools.win/es/herramientas/temporizador-pomodoro/,0.863,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/t-score-calculator-guide/,https://funnytools.win/workflows/teacher-exam-score-toolkit/,0.863,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/bar-chart-maker/,https://funnytools.win/tools/pie-chart-maker/,0.863,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/sobre-funnytools/,0.862,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/convertir-png-en-jpg/,https://funnytools.win/fr/outils/convertir-webp-en-jpg/,0.862,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/t-score-calculator-guide/,https://funnytools.win/tools/z-score-calculator/,0.862,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/tools/jpg-to-webp/,https://funnytools.win/en/tools/png-to-jpg/,0.861,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/para/docentes/,0.860,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/imagen/,https://funnytools.win/es/para/disenadores/,0.860,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/condiciones-de-uso/,0.858,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/unir-pdf-sin-subir-archivos/,https://funnytools.win/es/herramientas/unir-pdf/,0.857,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/contacto/,https://funnytools.win/es/sobre-funnytools/,0.856,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/flujos/contenido-redes-sociales/,https://funnytools.win/es/para/creadores/,0.856,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/classroom-random-group-guide/,https://funnytools.win/workflows/teacher-classroom-random-toolkit/,0.856,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/find-tools/,https://funnytools.win/,0.853,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/classroom-random-group-guide/,https://funnytools.win/tools/random-group-generator/,0.853,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/normalized-score-converter/,https://funnytools.win/tools/standard-deviation/,0.853,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/contacto/,0.852,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/minuteur-pomodoro/,https://funnytools.win/fr/outils/rappel-pause-ecran/,0.852,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/business-days-calendar-days-guide/,https://funnytools.win/tools/business-days/,0.852,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/flujos/,https://funnytools.win/es/guias/,0.851,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/classroom-random-group-size-balance-guide/,https://funnytools.win/guides/fair-student-grouping-guide/,0.850,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/compresser-image/,https://funnytools.win/fr/outils/redimensionner-image/,0.849,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/classroom-lottery-tool-guide/,https://funnytools.win/guides/classroom-random-picker-guide/,0.848,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/random-group-generator/,https://funnytools.win/workflows/teacher-classroom-random-toolkit/,0.848,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/contrasena-segura-fuerte/,https://funnytools.win/es/herramientas/generador-contrasenas-seguras/,0.847,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/compresser-image/,https://funnytools.win/fr/outils/convertir-png-en-jpg/,0.847,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/convertir-jpg-en-webp/,https://funnytools.win/fr/outils/convertir-webp-en-jpg/,0.847,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/fair-student-grouping-guide/,https://funnytools.win/tools/group-generator/,0.847,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/fair-student-grouping-guide/,https://funnytools.win/tools/random-group-generator/,0.847,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/split-pdf-page-range-planning-guide/,https://funnytools.win/tools/pdf-page-reorder/,0.847,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/case-converter/,https://funnytools.win/tools/word-counter/,0.847,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/character-counter/,https://funnytools.win/tools/word-counter/,0.847,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/image-resizer/,https://funnytools.win/tools/jpg-to-webp/,0.847,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/tools/t-score-calculator/,https://funnytools.win/en/tools/z-score-calculator/,0.846,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/classroom-random-group-no-repeat-guide/,https://funnytools.win/guides/fair-student-grouping-guide/,0.846,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/tools/standard-deviation/,https://funnytools.win/en/tools/z-score-calculator/,0.845,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/condiciones-de-uso/,https://funnytools.win/es/sobre-funnytools/,0.845,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/dividir-pdf/,https://funnytools.win/es/herramientas/extraer-paginas-pdf/,0.845,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/independent-samples-t-test-calculator/,https://funnytools.win/tools/standard-deviation/,0.845,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/pdf-table-to-excel/,https://funnytools.win/tools/pdf-to-word/,0.845,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/fonctionnement-outils/,https://funnytools.win/fr/outils/fusionner-pdf/,0.844,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/compresser-image/,https://funnytools.win/fr/outils/convertir-jpg-en-png/,0.844,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/compresser-image/,https://funnytools.win/fr/outils/convertir-jpg-en-webp/,0.844,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/classroom-random-group-guide/,https://funnytools.win/guides/classroom-random-group-no-repeat-guide/,0.844,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/confidentialite/,https://funnytools.win/fr/fonctionnement-outils/,0.843,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/pdf-page-reorder/,https://funnytools.win/tools/rotate-pdf/,0.843,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/guides/z-score-calculator-guide/,https://funnytools.win/en/tools/z-score-calculator/,0.842,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estadistica/,https://funnytools.win/es/flujos/informe-estadistico-investigacion/,0.842,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/prueba-t-formato-apa-7/,https://funnytools.win/es/herramientas/calculadora-t-muestras-independientes/,0.842,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/class-rank-percentile-calculator/,https://funnytools.win/tools/percentile-rank-calculator/,0.842,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/category/study/,https://funnytools.win/workflows/teacher-classroom-random-toolkit/,0.841,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/apoyar-funnytools/,https://funnytools.win/es/contacto/,0.841,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/diviser-pdf/,https://funnytools.win/fr/outils/fusionner-pdf/,0.841,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/guias/grupos-aleatorios-clase/,0.840,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/estadisticas-educativas/,https://funnytools.win/es/guias/,0.840,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/eliminar-paginas-pdf/,https://funnytools.win/es/herramientas/rotar-pdf/,0.840,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/merge-pdf-private-guide/,https://funnytools.win/tools/merge-pdf/,0.840,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/bulk-image-compressor/,https://funnytools.win/tools/image-compressor/,0.840,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/group-generator/,https://funnytools.win/workflows/teacher-classroom-random-toolkit/,0.840,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estadistica/,https://funnytools.win/es/guias/,0.839,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/flujos/actividades-aleatorias-aula/,https://funnytools.win/es/para/docentes/,0.839,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/limite-palabras-ensayos-examenes/,https://funnytools.win/es/herramientas/contador-palabras/,0.839,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/recortar-imagen/,https://funnytools.win/es/herramientas/redimensionar-imagen/,0.839,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/mortgage-payment/,https://funnytools.win/tools/savings-goal/,0.839,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/normalized-score-converter/,https://funnytools.win/tools/percentile-rank-calculator/,0.839,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/random-name-picker/,https://funnytools.win/tools/random-wheel/,0.839,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/t-score-calculator/,https://funnytools.win/workflows/teacher-exam-score-toolkit/,0.839,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/guides/z-score-calculator-guide/,https://funnytools.win/en/tools/t-score-calculator/,0.838,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/comprimir-fotos-para-email/,https://funnytools.win/es/herramientas/comprimir-imagenes/,0.838,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/supprimer-lignes-doublons/,https://funnytools.win/fr/outils/trier-lignes-texte/,0.838,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/tools/jpg-to-png/,https://funnytools.win/en/tools/webp-to-jpg/,0.837,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/categorias/estudio/,0.837,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/agrupamientos-equitativos-aula/,https://funnytools.win/es/guias/grupos-aleatorios-clase/,0.837,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/fotos-a-pdf-desde-movil/,https://funnytools.win/es/herramientas/convertir-imagenes-a-pdf/,0.837,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/puntuacion-z-interpretacion/,https://funnytools.win/es/herramientas/calculadora-puntuacion-z/,0.837,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/random-name-picker/,https://funnytools.win/tools/random-number-picker/,0.837,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/teacher-exam-score-converter/,https://funnytools.win/workflows/teacher-exam-score-toolkit/,0.837,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/z-score-calculator/,https://funnytools.win/workflows/teacher-exam-score-toolkit/,0.837,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estadistica/,https://funnytools.win/es/categorias/estudio/,0.836,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/eliminar-lineas-duplicadas/,https://funnytools.win/es/herramientas/ordenar-lineas-texto/,0.836,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/for/students/,https://funnytools.win/workflows/student-report-toolkit/,0.836,no,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/guides/image-resampling-quality-guide/,https://funnytools.win/guides/image-resolution-print-web-guide/,0.836,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/image-compressor/,https://funnytools.win/tools/jpg-to-png/,0.836,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/en/guides/t-score-calculator-guide/,https://funnytools.win/en/workflows/teacher-exam-score-toolkit/,0.835,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/aviso-legal/,https://funnytools.win/es/para/oficina/,0.835,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/pdf/,https://funnytools.win/es/guias/fotos-a-pdf-desde-movil/,0.835,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/fotos-a-pdf-desde-movil/,https://funnytools.win/es/guias/unir-pdf-sin-subir-archivos/,0.835,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/normalized-score-converter/,https://funnytools.win/tools/t-score-calculator/,0.835,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/pdf-page-reorder/,https://funnytools.win/tools/pdf-to-image/,0.835,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/categorias/estudio/,https://funnytools.win/es/guias/,0.834,no,yes,no,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/condiciones-de-uso/,https://funnytools.win/es/privacidad/,0.834,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/fr/outils/roue-aleatoire/,https://funnytools.win/fr/outils/tirage-au-sort-noms/,0.834,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/tools/age-calculator/,https://funnytools.win/tools/date-difference/,0.834,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/guias/anova-formato-apa-7/,https://funnytools.win/es/guias/interaccion-anova-dos-factores/,0.833,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
https://funnytools.win/es/herramientas/calculadora-interes-compuesto/,https://funnytools.win/es/herramientas/calculadora-meta-ahorro/,0.833,yes,yes,yes,HUMAN_REVIEW_NEAR_DUPLICATE
