snapshot_stage,snapshot_label,snapshot_at,pair_id,cohort,locale,cluster,url,google_status,google_known,google_crawled,google_indexed,coverage_state,indexing_state,robots_txt_state,page_fetch_state,last_crawl_time,inspection_result_link,google_canonical,user_canonical,canonical_category,rendered_path,main_content_hash,main_unique_content_hash,word_count,token_count,title,h1,description,sitemap_lastmod,internal_link_count,crawl_depth,main_content_excerpt
after,after-edit,2026-09-13T09:59:15.559Z,P2B-06,treatment,es,random,https://funnytools.win/es/herramientas/tirar-dados-online/,Crawled Not Indexed,yes,yes,no,Rastreada: actualmente sin indexar,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-09T04:31:05Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=HN-KhQPgvi8us8X1q3M_gQ&utm_medium=link&utm_source=api,https://funnytools.win/es/herramientas/tirar-dados-online/,https://funnytools.win/es/herramientas/tirar-dados-online/,SELF_MATCH,dist/es/herramientas/tirar-dados-online/index.html,8520b2e31cd616dd3978faf99b48fefd674afca6b777fb4c442f0168642b7e05,4d0d1150916fd3ce8acf30c8ee46f12d3a7855950b7c760ed3a265d4898354e3,2199,11118,Tirar dados online | Dado virtual d6 y d20 - FunnyTools,Tirar dados online,"Tira dados online d4, d6, d8, d10, d12 o d20. Lanza hasta 20 dados virtuales, ve cada cara y calcula el total en el navegador.",2026-07-29,163,1,Usar la herramienta Tipo de dado d4 d6 d8 d10 d12 d20 Cantidad de dados Tirar dados Copiar resultado Resultado de la tirada Pulsa para tirar los dados Resultado copiado Qué puedes
after,after-edit,2026-09-13T09:59:15.561Z,P2B-06,control,es,random,https://funnytools.win/es/herramientas/decidir-entre-dos-opciones/,Crawled Not Indexed,yes,yes,no,Rastreada: actualmente sin indexar,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-10T15:40:43Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=vESwRADFqgaRfxFRmupFmQ&utm_medium=link&utm_source=api,https://funnytools.win/es/herramientas/decidir-entre-dos-opciones/,https://funnytools.win/es/herramientas/decidir-entre-dos-opciones/,SELF_MATCH,dist/es/herramientas/decidir-entre-dos-opciones/index.html,70eb28155b1b52336f962edea5a90af64a0e26189c78dadad50b20843d188fc9,a335159137363ca560593778cc6b44f6fc414a1eaeedc5c2e96721d784644ab1,1853,10100,Decidir entre dos opciones | Selector 50/50 - FunnyTools,Decidir entre dos opciones,Escribe dos alternativas y obtén una elección aleatoria 50/50. Selector A o B en el navegador para desempates cotidianos de bajo riesgo.,2026-07-29,163,1,Usar la herramienta Opción A Opción B Decidir Copiar resultado Restablecer Opción elegida Escribe dos opciones para empezar Resultado copiado Qué puedes hacer aquí Aceptar dos text
after,after-edit,2026-09-13T09:59:15.562Z,P2B-07,treatment,es,statistics,https://funnytools.win/es/herramientas/calculadora-alfa-cronbach/,Crawled Not Indexed,yes,yes,no,Rastreada: actualmente sin indexar,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-19T00:59:18Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=Bay-G47wIz5sndaIBn-2CQ&utm_medium=link&utm_source=api,https://funnytools.win/es/herramientas/calculadora-alfa-cronbach/,https://funnytools.win/es/herramientas/calculadora-alfa-cronbach/,SELF_MATCH,dist/es/herramientas/calculadora-alfa-cronbach/index.html,af8d28a711969ce9d4b7846fa1f43033e9b247e79c4114d54eef2385858103b7,8ffb94c7193991e2b28855420451a222d24fc83885b58e6a9502c80ce86b6928,2089,11461,Calculadora de alfa de Cronbach online - FunnyTools,Calculadora de alfa de Cronbach,"Calcula alfa de Cronbach con datos por persona e ítem. Incluye fórmula, formato, ejemplo, interpretación, límites y reporte de fiabilidad.",2026-07-28,161,1,"Usar la herramienta Respuestas: una persona por fila y un ítem por columna 4,3,4,5 3,3,4,4 5,4,5,5 2,3,2,3 4,4,3,4 Calcular alfa de Cronbach Qué puedes hacer aquí Leer una matriz n"
after,after-edit,2026-09-13T09:59:15.564Z,P2B-07,control,es,statistics,https://funnytools.win/es/herramientas/calculadora-media-ponderada/,Crawled Not Indexed,yes,yes,no,Rastreada: actualmente sin indexar,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-24T23:49:35Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=DgG1IpsjLDbTJuRMvFabMQ&utm_medium=link&utm_source=api,https://funnytools.win/es/herramientas/calculadora-media-ponderada/,https://funnytools.win/es/herramientas/calculadora-media-ponderada/,SELF_MATCH,dist/es/herramientas/calculadora-media-ponderada/index.html,1074174482ab58c2b9d47cfd9798fbf843d2b57b5f208da1284a5f091091a78e,79c61e832b6d5f87f6e6f839e59decb4c503a429ccfc8533cdc0334c0d8d387f,1872,9794,Calculadora de media ponderada | Notas y créditos - FunnyTools,Calculadora de media ponderada,"Calcula la media ponderada con valores y pesos. Sirve para notas, porcentajes o créditos; valida filas, suma de pesos y fórmula paso a paso.",2026-07-30,163,1,"Usar la herramienta Añadir fila Calcular media ponderada Qué puedes hacer aquí Combinar dos o más valores con pesos positivos. Aceptar pesos expresados como porcentajes, créditos, "
after,after-edit,2026-09-13T09:59:15.566Z,P2B-08,treatment,es,statistics,https://funnytools.win/es/herramientas/calculadora-desviacion-estandar/,Crawled Not Indexed,yes,yes,no,Rastreada: actualmente sin indexar,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-08T13:19:57Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=SI9Jmm8zGePStOVv7jar5Q&utm_medium=link&utm_source=api,https://funnytools.win/es/herramientas/calculadora-desviacion-estandar/,https://funnytools.win/es/herramientas/calculadora-desviacion-estandar/,SELF_MATCH,dist/es/herramientas/calculadora-desviacion-estandar/index.html,84c5c88c781fb165bf0764922c44c8df7d3cb225e815fc239fe29299cc052791,35b53536f513d73401127261457ada362aef5a65e0a312308c032765088cc84f,1900,10219,Calculadora de desviación estándar y varianza - FunnyTools,Calculadora de desviación estándar online,"Calcula desviación estándar o típica, varianza, media y mediana para población y muestra. Resultado local, fórmulas, ejemplos y comprobación.",2026-07-29,163,1,"Usar la herramienta Introduce los números Sepáralos con comas, espacios o saltos de línea; usa punto decimal Recuento 0 Suma -- Media -- Mediana -- Moda -- Mínimo -- Máximo -- Rang"
after,after-edit,2026-09-13T09:59:15.568Z,P2B-08,control,es,statistics,https://funnytools.win/es/herramientas/calculadora-nota-oposicion-docente/,Crawled Not Indexed,yes,yes,no,Rastreada: actualmente sin indexar,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-09T03:39:10Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=Qepo_P29nzgfK3814l5AZw&utm_medium=link&utm_source=api,https://funnytools.win/es/herramientas/calculadora-nota-oposicion-docente/,https://funnytools.win/es/herramientas/calculadora-nota-oposicion-docente/,SELF_MATCH,dist/es/herramientas/calculadora-nota-oposicion-docente/index.html,770dc3a9e9de92217023a796a720e3c61ed315a7297b436237e10c61b63ef9f6,331c007477b432e08f8f9f8f407941a335051ddb1d7da771590385095a6fa99b,1561,8862,Calculadora nota oposición docente | Ponderaciones - FunnyTools,Calculadora de nota para oposición o selección docente,"Simula nota de oposición o selección docente con prueba escrita, didáctica y tercer componente. Pesos editables, desglose y límites.",2026-07-28,161,1,Usar la herramienta Prueba escrita Prueba escrita Peso de la prueba escrita Prueba o exposición didáctica Prueba o exposición didáctica Peso de la prueba didáctica Entrevista u otr
after,after-edit,2026-09-13T09:59:15.570Z,P2B-09,treatment,es,time,https://funnytools.win/es/herramientas/calculadora-dias-laborables/,Crawled Not Indexed,yes,yes,no,Rastreada: actualmente sin indexar,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-19T18:06:28Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=qWi3F_PmLpqnqZgm7_emNg&utm_medium=link&utm_source=api,https://funnytools.win/es/herramientas/calculadora-dias-laborables/,https://funnytools.win/es/herramientas/calculadora-dias-laborables/,SELF_MATCH,dist/es/herramientas/calculadora-dias-laborables/index.html,79f39f357622b6507056dcafd52efd2ef0668e3c81c94e2c35d2980bb594b1ac,8bd70c4ca58a51ba6f48e8dfdf3716ec7c1b23ae95dc940f2e38fca37e82abb0,2252,12150,Calculadora de días laborables y hábiles - FunnyTools,Calculadora de días laborables,"Calcula días laborables entre dos fechas, excluye fines de semana y resta festivos personalizados. Controla si la fecha final se incluye.",2026-07-29,163,1,"Usar la herramienta Fecha inicial Fecha final Incluir la fecha final Excluir sábados y domingos Cargar calendario de referencia Selecciona una opción… Taiwán 2026, organismos admin"
after,after-edit,2026-09-13T09:59:15.572Z,P2B-09,control,es,time,https://funnytools.win/es/herramientas/calcular-diferencia-entre-fechas/,Crawled Not Indexed,yes,yes,no,Rastreada: actualmente sin indexar,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-18T14:51:32Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=ZZ05NergaB7AjH5QUIbIUQ&utm_medium=link&utm_source=api,https://funnytools.win/es/herramientas/calcular-diferencia-entre-fechas/,https://funnytools.win/es/herramientas/calcular-diferencia-entre-fechas/,SELF_MATCH,dist/es/herramientas/calcular-diferencia-entre-fechas/index.html,be262b2adcfdd5d8197ce8228c7ba143b199390934800fee4c2a75ca088c6117,370201a5c795425a3a525dae0a62b80d163c3a6bf95a792c8d9bb842f07a3576,2153,11210,Diferencia entre fechas | Calculadora de días - FunnyTools,Calcular diferencia entre fechas,"Calcula la diferencia entre dos fechas en días, semanas, meses, años-meses-días, laborables y fines de semana. Incluye la fecha final si lo necesitas.",2026-07-29,163,1,"Usar la herramienta Fecha inicial Fecha final Incluir la fecha final Calcular Copiar resultado Días totales 0 Semanas 0 Meses 0 Años, meses y días 0 Lunes a viernes 0 Fines de sema"
after,after-edit,2026-09-13T09:59:15.574Z,P2B-10,treatment,es,money,https://funnytools.win/es/herramientas/calculadora-hipoteca/,Crawled Not Indexed,yes,yes,no,Rastreada: actualmente sin indexar,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-23T01:14:06Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=Ri1LiBDXwDIRrEk5-hApiA&utm_medium=link&utm_source=api,https://funnytools.win/es/herramientas/calculadora-hipoteca/,https://funnytools.win/es/herramientas/calculadora-hipoteca/,SELF_MATCH,dist/es/herramientas/calculadora-hipoteca/index.html,387a801783540db68f40ae384e6e563c31c5acd3000fa312905e8430d7bd27cb,d85a58f7c31dce6e87ba0e27bb32396eb6f69367d89ea09d16deed2af006d040,2609,13646,Calculadora de hipoteca: cuota mensual e intereses - FunnyTools,Calculadora de hipoteca,"Calcula la cuota mensual de una hipoteca a tipo fijo, pagos totales e intereses. Fórmula, ejemplo y límites de la simulación.",2026-07-29,163,1,Usar la herramienta Capital del préstamo TIN anual (%) Plazo (años enteros) Calcular cuota Copiar resultado Cuota mensual estimada - Total de cuotas - Interés total - Resultado cop
after,after-edit,2026-09-13T09:59:15.577Z,P2B-10,control,es,money,https://funnytools.win/es/herramientas/calculadora-inflacion/,Crawled Not Indexed,yes,yes,no,Rastreada: actualmente sin indexar,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-20T17:34:39Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=eNmXfpMMYxlU-VRnnTME7g&utm_medium=link&utm_source=api,https://funnytools.win/es/herramientas/calculadora-inflacion/,https://funnytools.win/es/herramientas/calculadora-inflacion/,SELF_MATCH,dist/es/herramientas/calculadora-inflacion/index.html,32c1e17da570fec080608e808174710fd550a6cd374c297dac22e11e56bdbe95,6bce658befede6635a4a0c1ca81d458494271731f062e723bf1b3eae37c8c56a,1915,10163,Calculadora de inflación y poder adquisitivo - FunnyTools,Calculadora de inflación y poder adquisitivo,"Calcula coste futuro, poder adquisitivo o equivalente actual con importe, inflación anual y años. Fórmula visible, ejemplos y límites frente al IPC oficial.",2026-09-04,163,1,Usar la herramienta Importe Inflación anual supuesta (%) Años enteros Pregunta que quieres responder Coste futuro desde hoy Poder adquisitivo futuro en dinero de hoy Equivalente ac
after,after-edit,2026-09-13T09:59:15.578Z,P2B-11,treatment,fr,statistics,https://funnytools.win/fr/outils/calcul-moyenne-notes/,Crawled Not Indexed,yes,yes,no,"Explorée, actuellement non indexée",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-08T07:10:58Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=e9BoIlOqZy7Q3TXXLoPZJQ&utm_medium=link&utm_source=api,https://funnytools.win/fr/outils/calcul-moyenne-notes/,https://funnytools.win/fr/outils/calcul-moyenne-notes/,SELF_MATCH,dist/fr/outils/calcul-moyenne-notes/index.html,239dfd4140ba251856aa7f71d31d5b47c980732baab1baa091d94ff5d9b0b2a8,255a443b584738e3680895bc2992dd440a4ff92e6a9750ff4ab5278e94d75a21,2111,11179,Calcul moyenne notes avec coefficients - FunnyTools,Calculer une moyenne de notes avec coefficients,"Calculez une moyenne de notes simple ou pondérée avec coefficients. Outil gratuit, sans inscription, avec formule, exemples et vérifications.",2026-09-10,29,1,Utiliser l’outil Ajouter une ligne Copier le résultat Exporter en CSV Notes valides 0 Somme 0.00 Moyenne simple -- Moyenne pondérée -- Saisissez au moins une note valide. Résultat
after,after-edit,2026-09-13T09:59:15.580Z,P2B-11,control,fr,statistics,https://funnytools.win/fr/outils/calculateur-ecart-type/,Crawled Not Indexed,yes,yes,no,"Explorée, actuellement non indexée",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-06T02:39:08Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=tBn8CVH07t3m5J5E-S5PXg&utm_medium=link&utm_source=api,https://funnytools.win/fr/outils/calculateur-ecart-type/,https://funnytools.win/fr/outils/calculateur-ecart-type/,SELF_MATCH,dist/fr/outils/calculateur-ecart-type/index.html,369293663d119d094405a3cfefeef689c844996472e18f9174061c1d91c84fba,598a43800f6b5bcba48303b5dfa0a8f952941ab0e2fff472c764496e38d695ac,1537,8574,Calculateur d’écart-type et de variance - FunnyTools,Calculateur d’écart-type et de variance,"Calculez écart-type, variance, moyenne et médiane pour une population ou un échantillon, avec formules et vérifications.",2026-07-29,29,1,"Utiliser l’outil Saisir les nombres Séparez-les par une virgule, un espace ou un retour à la ligne ; utilisez le point décimal Effectif 0 Somme -- Moyenne -- Médiane -- Mode -- Min"
after,after-edit,2026-09-13T09:59:15.582Z,P2B-12,treatment,fr,money,https://funnytools.win/fr/outils/calculateur-inflation-pouvoir-achat/,Crawled Not Indexed,yes,yes,no,"Explorée, actuellement non indexée",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-21T15:13:18Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=6hX3hcTtxglT_RmitkEKUA&utm_medium=link&utm_source=api,https://funnytools.win/fr/outils/calculateur-inflation-pouvoir-achat/,https://funnytools.win/fr/outils/calculateur-inflation-pouvoir-achat/,SELF_MATCH,dist/fr/outils/calculateur-inflation-pouvoir-achat/index.html,41867de849791a44997a17b85ffdf82da9b3f242098e66af01518869d2bfeb9a,2d2f9b230699b482fdde20c2b587c1a566be36298d644ed479fcbf797c2812ed,2619,13691,Calculateur inflation et pouvoir d’achat en ligne - FunnyTools,Calculateur d’inflation et de pouvoir d’achat,"Calculez inflation cumulée, coût futur et pouvoir d’achat avec montant, taux et durée. Formule, IPC Insee, exemples et limites expliqués.",2026-09-04,29,1,Utiliser l’outil Montant Inflation annuelle supposée (%) Nombre d’années entières Question à calculer Coût futur depuis aujourd’hui Pouvoir d’achat futur en monnaie d’aujourd’hui É
