url,locale,page_type,cluster,tool_slug,current_status,http_status,canonical,robots,indexable,sitemap_present,lastmod,internal_link_count,crawl_depth,phase2b_treatment,phase2b_control,historical_gsc_clicks,historical_gsc_impressions,historical_gsc_avg_position,last_known_crawl,similarity_risk,editorial_leakage,unique_function,unique_search_intent,decision,decision_reason
https://funnytools.win/en/education-statistics/,en,other,statistics,,200 live verified,200 local build,https://funnytools.win/en/education-statistics/,"index,follow (implicit)",yes,yes,2026-07-02,66,1,no,no,0,1,62,2026-08-11T06:53:06Z,low,none,UNKNOWN,measured relationship present,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/for/,en,hub,general,,200 live verified,200 local build,https://funnytools.win/en/for/,"index,follow (implicit)",yes,yes,2026-07-31,41,1,no,no,0,1,5,2026-08-18T10:09:35Z,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/for/creators/,en,audience,creators,,200 live verified,200 local build,https://funnytools.win/en/for/creators/,"index,follow (implicit)",yes,yes,2026-09-02,46,1,no,no,0,2,4.5,2026-08-19T16:16:16Z,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/for/designers/,en,audience,designers,,200 live verified,200 local build,https://funnytools.win/en/for/designers/,"index,follow (implicit)",yes,yes,2026-09-02,44,1,no,no,UNKNOWN,UNKNOWN,UNKNOWN,2026-08-20T16:23:31Z,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/for/developers/,en,audience,developers,,200 live verified,200 local build,https://funnytools.win/en/for/developers/,"index,follow (implicit)",yes,yes,2026-08-01,44,1,no,no,0,1,4,2026-08-21T06:43:48Z,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/for/office-workers/,en,audience,office-workers,,200 live verified,200 local build,https://funnytools.win/en/for/office-workers/,"index,follow (implicit)",yes,yes,2026-09-02,47,1,no,no,0,2,6,2026-08-21T07:12:01Z,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/for/students/,en,audience,students,,200 live verified,200 local build,https://funnytools.win/en/for/students/,"index,follow (implicit)",yes,yes,2026-09-02,47,1,no,no,0,1,8,2026-08-22T00:52:23Z,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/for/teachers/,en,audience,teachers,,200 live verified,200 local build,https://funnytools.win/en/for/teachers/,"index,follow (implicit)",yes,yes,2026-06-26,47,1,no,no,0,27,51.666666666666664,2026-08-09T05:06:35Z,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/,en,hub,general,,200 live verified,200 local build,https://funnytools.win/en/guides/,"index,follow (implicit)",yes,yes,2026-09-04,180,1,no,no,0,2,6,2026-08-19T14:47:08Z,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/2d-cad-drawing-board-workflow-guide/,en,guide,drawing,,200 live verified,200 local build,https://funnytools.win/en/guides/2d-cad-drawing-board-workflow-guide/,"index,follow (implicit)",yes,yes,2026-09-03,38,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/a4-vs-us-letter-printing-guide/,en,guide,general,,200 live verified,200 local build,https://funnytools.win/en/guides/a4-vs-us-letter-printing-guide/,"index,follow (implicit)",yes,yes,2026-07-18,40,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/anova-apa-format-guide/,en,guide,statistics,,200 live verified,200 local build,https://funnytools.win/en/guides/anova-apa-format-guide/,"index,follow (implicit)",yes,yes,2026-06-25,41,1,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/bar-chart-school-report-guide/,en,guide,drawing,,200 live verified,200 local build,https://funnytools.win/en/guides/bar-chart-school-report-guide/,"index,follow (implicit)",yes,yes,2026-07-21,37,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/classroom-group-roles-rotation-guide/,en,guide,random,,200 live verified,200 local build,https://funnytools.win/en/guides/classroom-group-roles-rotation-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/classroom-lottery-tool-guide/,en,guide,random,,200 live verified,200 local build,https://funnytools.win/en/guides/classroom-lottery-tool-guide/,"index,follow (implicit)",yes,yes,2026-06-26,44,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/classroom-random-group-absent-student-repair-guide/,en,guide,random,,200 live verified,200 local build,https://funnytools.win/en/guides/classroom-random-group-absent-student-repair-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,measured relationship present,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/classroom-random-group-guide/,en,guide,random,,200 live verified,200 local build,https://funnytools.win/en/guides/classroom-random-group-guide/,"index,follow (implicit)",yes,yes,2026-06-26,44,1,no,no,0,8,44,2026-08-20T14:27:59Z,low,none,UNKNOWN,measured relationship present,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/classroom-random-group-materials-handoff-guide/,en,guide,random,,200 live verified,200 local build,https://funnytools.win/en/guides/classroom-random-group-materials-handoff-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/classroom-random-group-no-repeat-guide/,en,guide,random,,200 live verified,200 local build,https://funnytools.win/en/guides/classroom-random-group-no-repeat-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/classroom-random-group-seat-transition-guide/,en,guide,random,,200 live verified,200 local build,https://funnytools.win/en/guides/classroom-random-group-seat-transition-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/classroom-random-group-shareable-result-guide/,en,guide,random,,200 live verified,200 local build,https://funnytools.win/en/guides/classroom-random-group-shareable-result-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/classroom-random-group-size-balance-guide/,en,guide,random,,200 live verified,200 local build,https://funnytools.win/en/guides/classroom-random-group-size-balance-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,measured relationship present,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/classroom-random-picker-guide/,en,guide,random,,200 live verified,200 local build,https://funnytools.win/en/guides/classroom-random-picker-guide/,"index,follow (implicit)",yes,yes,2026-06-26,44,1,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/classroom-timer-guide/,en,guide,time,,200 live verified,200 local build,https://funnytools.win/en/guides/classroom-timer-guide/,"index,follow (implicit)",yes,yes,2026-06-26,44,1,no,no,0,5,53.6,2026-08-18T17:38:37Z,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/csv-to-json-header-duplicate-column-guide/,en,guide,text,,200 live verified,200 local build,https://funnytools.win/en/guides/csv-to-json-header-duplicate-column-guide/,"index,follow (implicit)",yes,yes,2026-09-03,38,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/fair-student-grouping-guide/,en,guide,random,,200 live verified,200 local build,https://funnytools.win/en/guides/fair-student-grouping-guide/,"index,follow (implicit)",yes,yes,2026-06-26,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,measured relationship present,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/image-color-profile-web-print-guide/,en,guide,image,,200 live verified,200 local build,https://funnytools.win/en/guides/image-color-profile-web-print-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/image-compression-email-guide/,en,guide,image,,200 live verified,200 local build,https://funnytools.win/en/guides/image-compression-email-guide/,"index,follow (implicit)",yes,yes,2026-07-20,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/image-compression-quality-size-guide/,en,guide,image,,200 live verified,200 local build,https://funnytools.win/en/guides/image-compression-quality-size-guide/,"index,follow (implicit)",yes,yes,2026-09-03,40,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/image-compressor-metadata-privacy-guide/,en,guide,image,,200 live verified,200 local build,https://funnytools.win/en/guides/image-compressor-metadata-privacy-guide/,"index,follow (implicit)",yes,yes,2026-09-03,41,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/image-resampling-quality-guide/,en,guide,image,,200 live verified,200 local build,https://funnytools.win/en/guides/image-resampling-quality-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/image-resize-aspect-ratio-guide/,en,guide,image,,200 live verified,200 local build,https://funnytools.win/en/guides/image-resize-aspect-ratio-guide/,"index,follow (implicit)",yes,yes,2026-09-03,40,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/image-resolution-print-web-guide/,en,guide,image,,200 live verified,200 local build,https://funnytools.win/en/guides/image-resolution-print-web-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/json-formatter-trailing-comma-error-guide/,en,guide,text,,200 live verified,200 local build,https://funnytools.win/en/guides/json-formatter-trailing-comma-error-guide/,"index,follow (implicit)",yes,yes,2026-09-03,39,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/merge-pdf-bookmarks-navigation-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/merge-pdf-page-size-orientation-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/merge-pdf-page-size-orientation-guide/,"index,follow (implicit)",yes,yes,2026-09-03,40,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/merge-pdf-private-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/merge-pdf-private-guide/,"index,follow (implicit)",yes,yes,2026-07-17,41,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/merge-pdf-reading-order-checklist-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/merge-pdf-reading-order-checklist-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/pdf-accessibility-reading-order-check-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/pdf-accessibility-reading-order-check-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/pdf-compressor-email-attachment-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/pdf-compressor-email-attachment-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/pdf-compressor-form-fields-links-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/pdf-compressor-form-fields-links-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/pdf-page-reorder-appendix-merge-check-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/pdf-page-reorder-appendix-merge-check-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/pdf-split-vs-extract-vs-delete/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/pdf-split-vs-extract-vs-delete/,"index,follow (implicit)",yes,yes,2026-09-04,40,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/pdf-table-to-excel-header-check-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/pdf-table-to-excel-header-check-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/pdf-to-image-background-contrast-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/pdf-to-image-background-contrast-guide/,"index,follow (implicit)",yes,yes,2026-09-03,41,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/pdf-to-image-multipage-download-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/pdf-to-image-multipage-download-guide/,"index,follow (implicit)",yes,yes,2026-09-03,40,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/pdf-to-image-print-crop-marks-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/pdf-to-image-print-crop-marks-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/pdf-to-image-raster-text-search-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/pdf-to-image-raster-text-search-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/pdf-to-image-resolution-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/pdf-to-image-resolution-guide/,"index,follow (implicit)",yes,yes,2026-09-03,40,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/pdf-to-word-form-field-editing-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/pdf-to-word-form-field-editing-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/pdf-to-word-layout-fidelity-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/pdf-to-word-layout-fidelity-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/pdf-to-word-ocr-language-check-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/pdf-to-word-ocr-language-check-guide/,"index,follow (implicit)",yes,yes,2026-09-03,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/pdf-to-word-review-track-changes-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/pdf-to-word-review-track-changes-guide/,"index,follow (implicit)",yes,yes,2026-09-03,40,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/pdf-upload-failed-troubleshooting/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/pdf-upload-failed-troubleshooting/,"index,follow (implicit)",yes,yes,2026-09-04,39,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/percentage-grade-to-gpa-conversion-guide/,en,guide,statistics,,200 live verified,200 local build,https://funnytools.win/en/guides/percentage-grade-to-gpa-conversion-guide/,"index,follow (implicit)",yes,yes,2026-09-04,33,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/percentage-shortcuts-guide/,en,guide,general,,200 live verified,200 local build,https://funnytools.win/en/guides/percentage-shortcuts-guide/,"index,follow (implicit)",yes,yes,2026-07-23,39,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/percentile-rank-guide/,en,guide,statistics,,200 live verified,200 local build,https://funnytools.win/en/guides/percentile-rank-guide/,"index,follow (implicit)",yes,yes,2026-06-25,42,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/photos-to-pdf-phone-guide/,en,guide,pdf,,200 live verified,200 local build,https://funnytools.win/en/guides/photos-to-pdf-phone-guide/,"index,follow (implicit)",yes,yes,2026-07-24,44,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/qr-code-accessible-fallback-guide/,en,guide,general,,200 live verified,200 local build,https://funnytools.win/en/guides/qr-code-accessible-fallback-guide/,"index,follow (implicit)",yes,yes,2026-09-03,41,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/qr-code-before-print-testing-guide/,en,guide,general,,200 live verified,200 local build,https://funnytools.win/en/guides/qr-code-before-print-testing-guide/,"index,follow (implicit)",yes,yes,2026-09-02,40,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/qr-code-classroom-guide/,en,guide,general,,200 live verified,200 local build,https://funnytools.win/en/guides/qr-code-classroom-guide/,"index,follow (implicit)",yes,yes,2026-07-22,39,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/qr-code-destination-change-log-guide/,en,guide,general,,200 live verified,200 local build,https://funnytools.win/en/guides/qr-code-destination-change-log-guide/,"index,follow (implicit)",yes,yes,2026-09-03,41,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
https://funnytools.win/en/guides/qr-code-event-page-expiry-guide/,en,guide,general,,200 live verified,200 local build,https://funnytools.win/en/guides/qr-code-event-page-expiry-guide/,"index,follow (implicit)",yes,yes,2026-09-03,41,2,no,no,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,none,UNKNOWN,UNKNOWN,OBSERVE,No destructive decision without row-level evidence.
