url,source_locale,http_status,final_url,redirect,title,description,h1_count,h1,canonical,canonical_self,robots,hreflang,lang,internal_link_count,broken_links,cross_locale_links,visible_language_mismatch,placeholder_or_editorial_leak,duplicate_title,duplicate_canonical,versions,error
https://funnytools.win/,zh,200,https://funnytools.win/,False,FunnyTools 教育統計工具｜T 分數、PR、標準差與成績計算,免費使用 T 分數、Z 分數、百分等級、標準差、加權平均、班級排名、獨立樣本 t 檢定與教師甄試換算工具；另提供課堂隨機抽籤。免註冊、直接在瀏覽器使用，並附公式與解讀提醒。,1,"[""教育統計、成績換算與課堂抽籤工具""]",https://funnytools.win/,True,,"[{""lang"": ""zh-TW"", ""href"": ""https://funnytools.win/""}]",zh-Hant,37,[],[],False,False,False,False,"[""v5.147.1""]",
https://funnytools.win/about/,zh,200,https://funnytools.win/about/,False,關於我們｜免費線上工具箱簡介 - FunnyTools,了解 FunnyTools 免費線上工具箱的網站定位、工具原則、資料處理方式與目前涵蓋的工具分類。本站工具可免費使用且不需註冊，並優先採用瀏覽器本機處理，協助你安全完成日常工作、學習與檔案任務。,1,"[""關於 FunnyTools 免費線上工具箱""]",https://funnytools.win/about/,True,,"[{""lang"": ""zh-TW"", ""href"": ""https://funnytools.win/about/""}]",zh-Hant,22,[],[],False,False,False,False,"[""v5.147.1""]",
https://funnytools.win/category/statistics/,zh,200,https://funnytools.win/category/statistics/,False,教育與統計免費工具｜標準差、百分比、平均計算 - FunnyTools,免費統計與教育計算工具：標準差、變異數、平均、中位數與百分比計算。瀏覽器本機運算、完全免註冊，適合學生自主學習、作業、教學研究與基礎資料分析。,1,"[""📊 教育與統計免費工具""]",https://funnytools.win/category/statistics/,True,,"[{""lang"": ""zh-TW"", ""href"": ""https://funnytools.win/category/statistics/""}]",zh-Hant,36,[],[],False,False,False,False,"[""v5.147.1""]",
https://funnytools.win/contact/,zh,200,https://funnytools.win/contact/,False,聯絡我們｜問題回報與工具建議 - FunnyTools,提供 FunnyTools 免費線上工具箱的聯絡方式與回饋管道。你可以回報工具錯誤、提出新工具建議或反映網站內容問題；來信時若附上頁面網址、操作步驟、裝置與瀏覽器資訊，將更容易確認問題。,1,"[""聯絡我們""]",https://funnytools.win/contact/,True,,"[{""lang"": ""zh-TW"", ""href"": ""https://funnytools.win/contact/""}]",zh-Hant,22,[],[],False,False,False,False,"[""v5.147.1""]",
https://funnytools.win/disclaimer/,zh,200,https://funnytools.win/disclaimer/,False,免責聲明｜工具結果僅供參考 - FunnyTools,了解 FunnyTools 免費線上工具箱的結果限制與使用者責任。薪資、貸款、統計、隨機及其他工具僅供一般參考，不構成法律、醫療、投資、稅務或會計建議，正式決策請查證官方資料。,1,"[""免責聲明""]",https://funnytools.win/disclaimer/,True,,"[{""lang"": ""zh-TW"", ""href"": ""https://funnytools.win/disclaimer/""}]",zh-Hant,22,[],[],False,False,False,False,"[""v5.147.1""]",
https://funnytools.win/education-statistics/,zh,200,https://funnytools.win/education-statistics/,False,教育與統計工具中心 | 成績、試題分析與研究工具 - FunnyTools,免費教育與統計工具中心，整理成績規劃、試題難度與鑑別度、KR-20、標準差、T 分數、Z 分數、APA 7 報告與 SPSS 結果解讀流程。,1,"[""教育與統計工具中心""]",https://funnytools.win/education-statistics/,True,,"[{""lang"": ""zh-TW"", ""href"": ""https://funnytools.win/education-statistics/""}]",zh-Hant,38,[],[],False,False,False,False,"[""v5.147.1""]",
https://funnytools.win/guides/t-score-calculator-guide/,zh,200,https://funnytools.win/guides/t-score-calculator-guide/,False,T分數換算怎麼算？公式、Z分數轉換與教師甄試解讀 - FunnyTools,T 分數教學說明平均數、標準差、Z 分數轉換與常見判讀方式，適合教師考試、教育測驗與研究報告前先檢查公式、保存範例並確認解讀脈絡。 本頁補充工具連結、操作步驟、常見錯誤與檢查方向，方便正式使用前快速核對。,1,"[""T 分數怎麼算？教師甄試與教育測驗的完整指南""]",https://funnytools.win/guides/t-score-calculator-guide/,True,,"[{""lang"": ""zh-TW"", ""href"": ""https://funnytools.win/guides/t-score-calculator-guide/""}]",zh-Hant,34,[],[],False,False,False,False,"[""v5.147.1""]",
https://funnytools.win/privacy/,zh,200,https://funnytools.win/privacy/,False,隱私權政策｜資料處理與 Cookie 說明 - FunnyTools,說明 FunnyTools 免費線上工具箱如何處理使用者輸入、瀏覽器本機計算、localStorage、第三方連結與未來可能使用的廣告 Cookie，並整理資料安全提醒、使用者權利及聯絡方式。,1,"[""隱私權政策""]",https://funnytools.win/privacy/,True,,"[{""lang"": ""zh-TW"", ""href"": ""https://funnytools.win/privacy/""}]",zh-Hant,22,[],[],False,False,False,False,"[""v5.147.1""]",
https://funnytools.win/support/,zh,200,https://funnytools.win/support/,False,支持 FunnyTools｜免費工具網站營運支持,FunnyTools 提供免費線上工具，無需安裝也不需註冊。你可以透過分享網站、回報問題、建議新工具，或使用推薦資源連結，支持本站持續營運與更新。,1,"[""支持 FunnyTools 持續提供免費工具""]",https://funnytools.win/support/,True,"index, follow","[{""lang"": ""zh-TW"", ""href"": ""https://funnytools.win/support/""}]",zh-Hant,25,[],[],False,False,False,False,"[""v5.147.1""]",
https://funnytools.win/terms/,zh,200,https://funnytools.win/terms/,False,使用條款｜服務範圍與責任限制 - FunnyTools,閱讀 FunnyTools 免費線上工具箱的使用條款與基本使用規則，包含服務範圍、使用者責任、可接受使用方式、智慧財產權、第三方服務與責任限制，使用網站前請先確認相關內容。,1,"[""使用條款""]",https://funnytools.win/terms/,True,,"[{""lang"": ""zh-TW"", ""href"": ""https://funnytools.win/terms/""}]",zh-Hant,22,[],[],False,False,False,False,"[""v5.147.1""]",
