snapshot_stage,snapshot_label,snapshot_at,pair_id,cohort,locale,cluster,url,google_status,google_known,google_crawled,google_indexed,coverage_state,indexing_state,robots_txt_state,page_fetch_state,last_crawl_time,inspection_result_link,google_canonical,user_canonical,canonical_category,rendered_path,main_content_hash,main_unique_content_hash,word_count,token_count,title,h1,description,sitemap_lastmod,internal_link_count,crawl_depth,main_content_excerpt,gsc_inspected_at
before,before,2026-09-13T09:47:40.593Z,P2B-11,control,fr,statistics,https://funnytools.win/fr/outils/calculateur-ecart-type/,Crawled Not Indexed,yes,yes,no,"Explorée, actuellement non indexée",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-06T02:39:08Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=tBn8CVH07t3m5J5E-S5PXg&utm_medium=link&utm_source=api,https://funnytools.win/fr/outils/calculateur-ecart-type/,https://funnytools.win/fr/outils/calculateur-ecart-type/,SELF_MATCH,dist/fr/outils/calculateur-ecart-type/index.html,369293663d119d094405a3cfefeef689c844996472e18f9174061c1d91c84fba,598a43800f6b5bcba48303b5dfa0a8f952941ab0e2fff472c764496e38d695ac,1537,8574,Calculateur d’écart-type et de variance - FunnyTools,Calculateur d’écart-type et de variance,"Calculez écart-type, variance, moyenne et médiane pour une population ou un échantillon, avec formules et vérifications.",2026-07-29,29,1,"Utiliser l’outil Saisir les nombres Séparez-les par une virgule, un espace ou un retour à la ligne ; utilisez le point décimal Effectif 0 Somme -- Moyenne -- Médiane -- Mode -- Min",2026-09-13T08:28:13.069Z
before,before,2026-09-13T09:47:40.597Z,P2B-12,control,fr,money,https://funnytools.win/fr/outils/calculateur-mensualite-pret-immobilier/,Crawled Not Indexed,yes,yes,no,"Explorée, actuellement non indexée",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-19T17:04:43Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=3bCo0V82zNqs9v2TJ-g6Lg&utm_medium=link&utm_source=api,https://funnytools.win/fr/outils/calculateur-mensualite-pret-immobilier/,https://funnytools.win/fr/outils/calculateur-mensualite-pret-immobilier/,SELF_MATCH,dist/fr/outils/calculateur-mensualite-pret-immobilier/index.html,93dca21c94b571759e70f9aab16d3a8026082442eedcb10fa295a7a9201611eb,87d04019f951ee821d38e93a28ab233e9289d8a146b58764c40c00b72045131b,2031,10530,Calculateur mensualité prêt immobilier et intérêts - FunnyTools,Calculateur de mensualité de prêt immobilier,"Calculez une mensualité de prêt immobilier à taux fixe, le total remboursé et les intérêts. Formule, TAEG, assurance et limites expliqués.",2026-07-29,29,1,Utiliser l’outil Capital emprunté Taux nominal annuel hypothétique (%) Durée (années entières) Calculer la mensualité Copier le résultat Exemple modifiable : 200 000 à 3 % sur 25 a,2026-09-13T08:28:23.961Z
before,before,2026-09-13T09:47:40.600Z,P2B-13,control,fr,time,https://funnytools.win/fr/outils/rappel-pause-ecran/,Crawled Not Indexed,yes,yes,no,"Explorée, actuellement non indexée",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-03T02:43:13Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=UU5hFFznOPN4-ScOOxOiig&utm_medium=link&utm_source=api,https://funnytools.win/fr/outils/rappel-pause-ecran/,https://funnytools.win/fr/outils/rappel-pause-ecran/,SELF_MATCH,dist/fr/outils/rappel-pause-ecran/index.html,dff2712075efcdbe1231c36b55431342bafb68fc626cb13faed4f28848cd7dbd,2913d5d29fd6895cca1753253be9e633f821a5e5f2b5f6d70011ce082b79bcaa,1928,10235,Rappel de pause écran et minuteur de repos - FunnyTools,Rappel de pause écran,"Programmez un rappel de pause écran avec intervalles de travail, pauses actives, compte à rebours et signal sonore facultatif.",2026-07-29,29,1,Utiliser l’outil Intervalle de travail (minutes) Durée de la pause (minutes) Émettre un bref signal sonore Prêt à démarrer 50:00 0 rappels atteints Démarrer Pause Réinitialiser Ce,2026-09-13T08:30:30.044Z
before,before,2026-09-13T09:47:40.604Z,P2B-14,control,fr,statistics,https://funnytools.win/fr/outils/calculateur-score-t/,Crawled Not Indexed,yes,yes,no,"Explorée, actuellement non indexée",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-04T13:48:14Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=O6TF6SKSWT5ZB2RbTxjL7Q&utm_medium=link&utm_source=api,https://funnytools.win/fr/outils/calculateur-score-t/,https://funnytools.win/fr/outils/calculateur-score-t/,SELF_MATCH,dist/fr/outils/calculateur-score-t/index.html,1331744285e4d785608fd971e58355ed63e51752ae7b92be870d9bafd273e282,4ea401389d65045543d30f660f78551c47f948cd06d403a430f7726056e58f82,1532,7438,Calculateur de score T | Convertir z en T - FunnyTools,Calculateur de score T,"Convertissez z avec T = 50 + 10z. Échelle moyenne 50, écart-type 10, exemples, limites et différence avec le t de Student.",2026-07-30,29,1,Utiliser l’outil Score z Convertir z en T Ce que vous pouvez faire ici Convertir tout score z fini avec T = 50 + 10z. Afficher T avec jusqu’à deux décimales et rappeler le z équiva,2026-09-13T08:28:41.909Z
before,before,2026-09-13T09:47:40.607Z,P2B-15,control,fr,time,https://funnytools.win/fr/outils/convertir-timestamp-unix/,Crawled Not Indexed,yes,yes,no,"Explorée, actuellement non indexée",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-21T16:45:24Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=6sjLyKPs5OI3Y2veCFtc7Q&utm_medium=link&utm_source=api,https://funnytools.win/fr/outils/convertir-timestamp-unix/,https://funnytools.win/fr/outils/convertir-timestamp-unix/,SELF_MATCH,dist/fr/outils/convertir-timestamp-unix/index.html,f8f5e988ecc86e46519681f46d92741f7e04f606e550a3da51f53a3455523226,2c1eed2ad6dbb56e6544a4e27d0914795126d91c280cf9af06cd2b41bcda84b6,1392,7866,Convertir timestamp Unix en date UTC et locale - FunnyTools,Convertir un timestamp Unix en date,"Convertissez un timestamp en secondes ou millisecondes vers date locale, UTC et ISO 8601. Fuseau, seuil automatique et limites expliqués.",2026-07-29,29,1,Utiliser l’outil Timestamp Unix Unité de l’entrée Détection automatique Secondes Millisecondes Convertir Utiliser maintenant Copier l’ISO Date locale Date UTC ISO 8601 Unix en seco,2026-09-13T08:29:26.376Z
before,before,2026-09-13T09:47:40.610Z,P2B-16,control,zh-TW,draw,https://funnytools.win/tools/cad-2d/,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-10T02:39:59Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=ieW-0ilXVuE7QiD0IMMdKg&utm_medium=link&utm_source=api,https://funnytools.win/tools/cad-2d/,https://funnytools.win/tools/cad-2d/,SELF_MATCH,dist/tools/cad-2d/index.html,65f042c25e8d157f7207803b1fac4ee49ed02bf3e5f121044bef9ff2b6c2d09e,ddf1c6cb5a7f48d6b371e2523da3efa3af6698abfd63f9d2499db0ac46ec5413,233,2238,簡易 2D CAD 製圖板｜免費線上網格製圖工具 - FunnyTools,簡易 2D CAD 製圖板,免費線上 2D CAD 製圖板，可在瀏覽器中繪製線段、矩形、圓形與折線，支援網格吸附、縮放、平移、復原與 PNG/SVG 匯出。 本工具可免費使用且不需註冊，輸入內容與檔案均在瀏覽器本機處理，不會主動上傳至 FunnyTools 免費線上工具箱 伺服器。,2026-09-03,50,1,工具互動區 選取/移動 線段 矩形 圓形 折線 連接端點 吸附格線 端點鎖點 正交 復原 重做 刪除選取 清除全部 完成折線 匯出 PNG 匯出 SVG 提示：端點鎖點會自動吸附線段/折線端點；選取線段或折線後可拖曳藍色握把，Alt+拖曳可解除該端點連接。 長度 格 角度 ° 輸入長度後按 Enter，或長度→Tab→角度→Enter 工具 : 選取/移動,2026-09-13T08:38:47.783Z
before,before,2026-09-13T09:47:40.613Z,P2B-17,control,zh-TW,text,https://funnytools.win/tools/case-converter/,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-21T06:05:47Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=U5pUPykia1ec5UutYfjXxw&utm_medium=link&utm_source=api,https://funnytools.win/tools/case-converter/,https://funnytools.win/tools/case-converter/,SELF_MATCH,dist/tools/case-converter/index.html,dfd91d9d4ae273d20d301fe886d756624964c4895cce4c170716e097d85cc7b1,eb45913be3c6ddb776dcf6c1970f5e78479aa911dec10f270452cb48904cc5de,243,2704,英文大小寫轉換器｜免費線上 Case Converter - FunnyTools,英文大小寫轉換器,免費線上大小寫轉換工具，支援 uppercase、lowercase、title case、sentence case、camelCase、snake_case… 本工具可免費使用且不需註冊，輸入內容與檔案均在瀏覽器本機處理，不會主動上傳至 FunnyTools 免費線上工具箱 伺服器。,2026-09-03,53,1,工具互動區 輸入文字 UPPERCASE lowercase Title Case Sentence case camelCase snake_case kebab-case CONSTANT_CASE 轉換結果 複製 清除 已複製 自願支持本站 ❤️ 這個工具有幫上忙嗎？ FunnyTools 希望所有工具都能持續免費。 如果你剛好有購物需求，可以透過下面,2026-09-13T08:38:52.079Z
before,before,2026-09-13T09:47:40.615Z,P2B-18,control,zh-TW,statistics,https://funnytools.win/tools/class-rank-percentile-calculator/,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-19T01:54:04Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=RUYOaa1S0ZKkWXCv80Ahew&utm_medium=link&utm_source=api,https://funnytools.win/tools/class-rank-percentile-calculator/,https://funnytools.win/tools/class-rank-percentile-calculator/,SELF_MATCH,dist/tools/class-rank-percentile-calculator/index.html,3bb77dafc001705d442a95f40812ab388efeb11af8e3eaab61f710e680379ab2,dd4de6ba63dc3830036fca50f155421268d5cf2437918bcf43345640caa607e1,326,3241,班級排名百分比計算器｜名次轉 PR - FunnyTools,排名百分比計算器,依班級名次和總人數估算百分等級與前百分比，附公式與教育應用說明。 本工具可免費使用且不需註冊，輸入內容與檔案均在瀏覽器本機處理，不會主動上傳至 FunnyTools 免費線上工具箱 伺服器。,2026-09-10,48,1,工具互動區 目前名次（r） 總人數（N） 計算排名百分比 反推目標名次 目標前百分比 計算最高符合名次 自願支持本站 ❤️ 這個工具有幫上忙嗎？ FunnyTools 希望所有工具都能持續免費。 如果你剛好有購物需求，可以透過下面的分潤連結支持我們。你不需要多支付任何費用，我們可能會從符合條件的購買中獲得少量分潤。 部分連結為分潤連結。若您透過連結完成符合條,2026-09-13T08:38:54.684Z
before,before,2026-09-13T09:47:40.619Z,P2B-19,control,zh-TW,study,https://funnytools.win/tools/gpa-calculator/,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-13T19:33:45Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=eHgvtlzfSZLsIh_y6mB0HA&utm_medium=link&utm_source=api,https://funnytools.win/tools/gpa-calculator/,https://funnytools.win/tools/gpa-calculator/,SELF_MATCH,dist/tools/gpa-calculator/index.html,40fd716cbc17b3527dc35f5a8b5576110e690eb98678c4608d4d610a2dff2502,b64c8d376040afd517766b559a0008dda79f8d1936660b13ee17acbdda022717,380,3282,GPA 計算器｜4.3 制學分加權試算 - FunnyTools,GPA 計算器,免費 GPA 計算器，輸入課程、學分與 A+ 到 F 字母成績，使用 4.3 制計算 GPA。 本工具可免費使用且不需註冊，輸入內容與檔案均在瀏覽器本機處理，不會主動上傳至 FunnyTools 免費線上工具箱 伺服器。,2026-09-03,51,1,工具互動區 GPA 制度 4.3 制 4.0 制 新增課程 複製結果 總學分 0.00 總績點 0.00 GPA -- 使用 4.3 制：A+=4.3、A=4.0、A-=3.7、B+=3.3、B=3.0、B-=2.7、C+=2.3、C=2.0、C-=1.7、D=1.0、F=0。 已複製 自願支持本站 ❤️ 這個工具有幫上忙嗎？ FunnyTools 希望所有,2026-09-13T08:39:21.188Z
before,before,2026-09-13T09:47:40.622Z,P2B-20,control,zh-TW,time,https://funnytools.win/tools/break-reminder/,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-18T01:16:28Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=iT75hjqBLYNuyKV-_coKgw&utm_medium=link&utm_source=api,https://funnytools.win/tools/break-reminder/,https://funnytools.win/tools/break-reminder/,SELF_MATCH,dist/tools/break-reminder/index.html,e56f14c73eef7c412c4fa1cc17c82ac8cacfef53dbaf7443170968ecb656c01a,cc82fc01c88031d72434ae27a56e6f5dd9100c851fcfa7c65b27d6558f8b5790,216,2452,休息提醒｜免費螢幕休息間隔計時器 - FunnyTools,休息提醒,設定工作間隔與休息分鐘數，在瀏覽器中收到休息提醒，可選擇播放短提示音。 本工具可免費使用且不需註冊，輸入內容與檔案均在瀏覽器本機處理，不會主動上傳至 FunnyTools 免費線上工具箱 伺服器。,2026-09-02,48,1,工具互動區 工作間隔（分鐘） 休息長度（分鐘） 播放提示音 準備開始 50:00 0 提醒次數 開始 暫停 重設 自願支持本站 ❤️ 這個工具有幫上忙嗎？ FunnyTools 希望所有工具都能持續免費。 如果你剛好有購物需求，可以透過下面的分潤連結支持我們。你不需要多支付任何費用，我們可能會從符合條件的購買中獲得少量分潤。 部分連結為分潤連結。若您透過連結,2026-09-13T08:38:40.838Z
