snapshot_stage,snapshot_label,snapshot_at,pair_id,cohort,locale,cluster,url,google_status,google_known,google_crawled,google_indexed,coverage_state,indexing_state,robots_txt_state,page_fetch_state,last_crawl_time,inspection_result_link,google_canonical,user_canonical,canonical_category,rendered_path,main_content_hash,main_unique_content_hash,word_count,token_count,title,h1,description,sitemap_lastmod,internal_link_count,crawl_depth,main_content_excerpt,gsc_inspected_at
after,after-edit,2026-09-13T09:59:15.578Z,P2B-11,treatment,fr,statistics,https://funnytools.win/fr/outils/calcul-moyenne-notes/,Crawled Not Indexed,yes,yes,no,"Explorée, actuellement non indexée",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-08T07:10:58Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=e9BoIlOqZy7Q3TXXLoPZJQ&utm_medium=link&utm_source=api,https://funnytools.win/fr/outils/calcul-moyenne-notes/,https://funnytools.win/fr/outils/calcul-moyenne-notes/,SELF_MATCH,dist/fr/outils/calcul-moyenne-notes/index.html,239dfd4140ba251856aa7f71d31d5b47c980732baab1baa091d94ff5d9b0b2a8,255a443b584738e3680895bc2992dd440a4ff92e6a9750ff4ab5278e94d75a21,2111,11179,Calcul moyenne notes avec coefficients - FunnyTools,Calculer une moyenne de notes avec coefficients,"Calculez une moyenne de notes simple ou pondérée avec coefficients. Outil gratuit, sans inscription, avec formule, exemples et vérifications.",2026-09-10,29,1,Utiliser l’outil Ajouter une ligne Copier le résultat Exporter en CSV Notes valides 0 Somme 0.00 Moyenne simple -- Moyenne pondérée -- Saisissez au moins une note valide. Résultat,2026-09-13T08:28:07.349Z
after,after-edit,2026-09-13T09:59:15.582Z,P2B-12,treatment,fr,money,https://funnytools.win/fr/outils/calculateur-inflation-pouvoir-achat/,Crawled Not Indexed,yes,yes,no,"Explorée, actuellement non indexée",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-21T15:13:18Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=6hX3hcTtxglT_RmitkEKUA&utm_medium=link&utm_source=api,https://funnytools.win/fr/outils/calculateur-inflation-pouvoir-achat/,https://funnytools.win/fr/outils/calculateur-inflation-pouvoir-achat/,SELF_MATCH,dist/fr/outils/calculateur-inflation-pouvoir-achat/index.html,41867de849791a44997a17b85ffdf82da9b3f242098e66af01518869d2bfeb9a,2d2f9b230699b482fdde20c2b587c1a566be36298d644ed479fcbf797c2812ed,2619,13691,Calculateur inflation et pouvoir d’achat en ligne - FunnyTools,Calculateur d’inflation et de pouvoir d’achat,"Calculez inflation cumulée, coût futur et pouvoir d’achat avec montant, taux et durée. Formule, IPC Insee, exemples et limites expliqués.",2026-09-04,29,1,Utiliser l’outil Montant Inflation annuelle supposée (%) Nombre d’années entières Question à calculer Coût futur depuis aujourd’hui Pouvoir d’achat futur en monnaie d’aujourd’hui É,2026-09-13T08:28:16.820Z
after,after-edit,2026-09-13T09:59:15.585Z,P2B-13,treatment,fr,time,https://funnytools.win/fr/outils/calculateur-jours-ouvres/,Crawled Not Indexed,yes,yes,no,"Explorée, actuellement non indexée",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-01T05:08:42Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=YLLLiyjTdyj9CrPN81t0xQ&utm_medium=link&utm_source=api,https://funnytools.win/fr/outils/calculateur-jours-ouvres/,https://funnytools.win/fr/outils/calculateur-jours-ouvres/,SELF_MATCH,dist/fr/outils/calculateur-jours-ouvres/index.html,751d469a6e3b20a463ea24bfc11984bf306caf5e550cd006bb4d60c1f2291928,ba06b65f0200836da48e2fa37d628b0d3ae04ab52ea9371bf0f9021e2b8ad695,2150,11868,Calculateur de jours ouvrés entre deux dates - FunnyTools,Calculateur de jours ouvrés,"Calculez le nombre de jours ouvrés entre deux dates avec week-ends, jours fériés France 2026 et liste personnalisée.",2026-07-29,29,1,Utiliser l’outil Date de début Date de fin Inclure la date de fin Exclure samedi et dimanche Charger un calendrier de référence Sélectionnez un calendrier… France métropolitaine 20,2026-09-13T08:28:21.444Z
after,after-edit,2026-09-13T09:59:15.589Z,P2B-14,treatment,fr,statistics,https://funnytools.win/fr/outils/calculateur-moyenne-ponderee/,Crawled Not Indexed,yes,yes,no,"Explorée, actuellement non indexée",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-24T06:24:53Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=LD-tDo7843koRPIVIQ8Nvg&utm_medium=link&utm_source=api,https://funnytools.win/fr/outils/calculateur-moyenne-ponderee/,https://funnytools.win/fr/outils/calculateur-moyenne-ponderee/,SELF_MATCH,dist/fr/outils/calculateur-moyenne-ponderee/index.html,4bdb03d94485a91c5380175b9f74813abb9f61dc91524971a0fe0eae0e34e4a7,92f79cfc58a73f4a7527c20ef403275177fa927bea208b0e374b443914d5a89f,1748,9222,Moyenne pondérée | Calculateur et formule - FunnyTools,Calculateur de moyenne pondérée,"Calculez une moyenne pondérée avec notes, coefficients, pourcentages ou crédits. Formule, somme des poids, exemples et contrôles.",2026-07-30,29,1,Utiliser l’outil Ajouter une ligne Calculer la moyenne pondérée Ce que vous pouvez faire ici Combiner au moins deux valeurs avec des poids strictement positifs. Accepter pourcentag,2026-09-13T08:28:27.532Z
after,after-edit,2026-09-13T09:59:15.593Z,P2B-15,treatment,fr,time,https://funnytools.win/fr/outils/calculer-difference-entre-dates/,Crawled Not Indexed,yes,yes,no,"Explorée, actuellement non indexée",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-19T16:16:16Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=8B24UEvLdPoEwY8sIJCi8Q&utm_medium=link&utm_source=api,https://funnytools.win/fr/outils/calculer-difference-entre-dates/,https://funnytools.win/fr/outils/calculer-difference-entre-dates/,SELF_MATCH,dist/fr/outils/calculer-difference-entre-dates/index.html,91cd4b38851bf53ac09f19a9d916bdc7d1f37a5aa74a4b9913c3055f999e7ec5,b2f216d7c4380c19a55c48fd67b40ee266992eb214fdf141a61bec02f84ee5d2,2265,11429,Différence entre deux dates : calcul en jours - FunnyTools,Calculer la différence entre deux dates,"Calculez la différence entre deux dates en jours, semaines, mois ou années-mois-jours. Choisissez si la date de fin doit être incluse.",2026-07-29,29,1,"Utiliser l’outil Date de début Date de fin Inclure la date de fin Calculer Copier le résultat Jours totaux 0 Semaines 0 Mois 0 Années, mois et jours 0 Lundis à vendredis 0 Samedis",2026-09-13T08:28:43.749Z
after,after-edit,2026-09-13T09:59:15.596Z,P2B-16,treatment,zh-TW,draw,https://funnytools.win/tools/bar-chart-maker/,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-13T18:43:24Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=MOyetCt1lUcLc5GJtPULrw&utm_medium=link&utm_source=api,https://funnytools.win/tools/bar-chart-maker/,https://funnytools.win/tools/bar-chart-maker/,SELF_MATCH,dist/tools/bar-chart-maker/index.html,aca51f6dc893a589a0ff6304c661830d3be5487fb9287e7409b06e29c4e4fd1f,f9fb53b5e830fb9e39db3ab5661ad5bf4cd3575bae675f4ce633bc2a2385a0ff,219,2854,長條圖製作工具｜線上免費長條圖產生器 - FunnyTools,長條圖製作工具,免費線上長條圖製作工具，輸入標籤與數值即可產生長條圖並匯出 PNG，適合報告、簡報與教學，瀏覽器本機處理。 本工具可免費使用且不需註冊，輸入內容與檔案均在瀏覽器本機處理，不會主動上傳至 FunnyTools 免費線上工具箱 伺服器。,2026-09-02,51,1,工具互動區 圖表標題（選填） 標籤 數值 新增一列 匯出 PNG 自願支持本站 ❤️ 這個工具有幫上忙嗎？ FunnyTools 希望所有工具都能持續免費。 如果你剛好有購物需求，可以透過下面的分潤連結支持我們。你不需要多支付任何費用，我們可能會從符合條件的購買中獲得少量分潤。 部分連結為分潤連結。若您透過連結完成符合條件的購買，我們可能獲得分潤，您的購買價,2026-09-13T08:38:33.863Z
after,after-edit,2026-09-13T09:59:15.599Z,P2B-17,treatment,zh-TW,text,https://funnytools.win/tools/base64/,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-21T15:50:49Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=yexXyvL5trssHkFtNm4UNw&utm_medium=link&utm_source=api,https://funnytools.win/tools/base64/,https://funnytools.win/tools/base64/,SELF_MATCH,dist/tools/base64/index.html,4121bcabf023ee7b5ce5e6a9edf2c75559b630e123574f6ca243e486065fab30,6cbaad5c5c594f34a166354b7f0bbb92c05e593f06af1d0ccb81118af446799a,310,2885,Base64 編碼解碼｜免費 UTF-8 線上工具 - FunnyTools,Base64 編碼解碼,免費 Base64 編碼與解碼工具，支援 UTF-8 中文、emoji 與一般純文字，並提供錯誤提示。 本工具可免費使用且不需註冊，輸入內容與檔案均在瀏覽器本機處理，不會主動上傳至 FunnyTools 免費線上工具箱 伺服器。,2026-09-02,49,1,工具互動區 輸入 編碼 解碼 複製輸出 清除 輸出 已複製 自願支持本站 ❤️ 這個工具有幫上忙嗎？ FunnyTools 希望所有工具都能持續免費。 如果你剛好有購物需求，可以透過下面的分潤連結支持我們。你不需要多支付任何費用，我們可能會從符合條件的購買中獲得少量分潤。 部分連結為分潤連結。若您透過連結完成符合條件的購買，我們可能獲得分潤，您的購買價格不會,2026-09-13T08:38:39.099Z
after,after-edit,2026-09-13T09:59:15.602Z,P2B-18,treatment,zh-TW,statistics,https://funnytools.win/tools/cronbach-alpha-calculator/,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-18T22:35:45Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=-6-cqvB0o8PzmgS3Ko4gSw&utm_medium=link&utm_source=api,https://funnytools.win/tools/cronbach-alpha-calculator/,https://funnytools.win/tools/cronbach-alpha-calculator/,SELF_MATCH,dist/tools/cronbach-alpha-calculator/index.html,7b2c3af968b1b06324f9ba530e9974043c162632f08b18a7b6ab26bbec885360,6edbf34d990636435b77b29e4675f05a082727d4f78f478a44b171d335d23351,288,2801,Cronbach Alpha 計算器｜問卷量表信度估算 - FunnyTools,Cronbach’s Alpha 計算器,貼上受試者乘題目的原始資料，估算 Cronbach alpha、題目數與有效樣本數，適合問卷信度初步檢查。 本工具可免費使用且不需註冊，輸入內容與檔案均在瀏覽器本機處理，不會主動上傳至 FunnyTools 免費線上工具箱 伺服器。,2026-09-03,47,1,"工具互動區 作答資料（每列一人、每欄一題） 4,3,4,5 3,3,4,4 5,4,5,5 2,3,2,3 4,4,3,4 計算 Cronbach’s α 自願支持本站 ❤️ 這個工具有幫上忙嗎？ FunnyTools 希望所有工具都能持續免費。 如果你剛好有購物需求，可以透過下面的分潤連結支持我們。你不需要多支付任何費用，我們可能會從符合條件的購買中獲得少",2026-09-13T08:39:06.332Z
after,after-edit,2026-09-13T09:59:15.604Z,P2B-19,treatment,zh-TW,study,https://funnytools.win/tools/seating-chart/,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-18T23:10:18Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=j2ch9C4Lz4kElH06fzRa2w&utm_medium=link&utm_source=api,https://funnytools.win/tools/seating-chart/,https://funnytools.win/tools/seating-chart/,SELF_MATCH,dist/tools/seating-chart/index.html,1edb29c1b1bbf17d7629ea5172ee38db59dc460a537330a7b157fba8b2dc1e72,432284620658113fec668f29c8134abc6340dcfe10851801052ad189405038f9,277,3491,座位表產生器｜免費製作教室座位表與隨機排座位 - FunnyTools,座位表產生器,貼上學生名單，設定列數與欄數，隨機或依序產生座位表，可複製與列印。 本工具可免費使用且不需註冊，輸入內容與檔案均在瀏覽器本機處理，不會主動上傳至 FunnyTools 免費線上工具箱 伺服器。,2026-09-03,52,1,工具互動區 學生名單 列數 欄數 填入方向 依列填入 依欄填入 隨機洗牌 產生座位表 複製 匯出 CSV 列印 重設 座位表會顯示在這裡 已複製 自願支持本站 ❤️ 這個工具有幫上忙嗎？ FunnyTools 希望所有工具都能持續免費。 如果你剛好有購物需求，可以透過下面的分潤連結支持我們。你不需要多支付任何費用，我們可能會從符合條件的購買中獲得少量分潤。,2026-09-13T08:41:09.870Z
after,after-edit,2026-09-13T09:59:15.608Z,P2B-20,treatment,zh-TW,time,https://funnytools.win/tools/countdown-timer/,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-14T02:47:43Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=dtf2QXcumOOQGykff8oDWw&utm_medium=link&utm_source=api,https://funnytools.win/tools/countdown-timer/,https://funnytools.win/tools/countdown-timer/,SELF_MATCH,dist/tools/countdown-timer/index.html,09f5bb15fd0eeff829b38a21e8f341389a2691966235b8c3a3bedb22c8c0713a,626d649c1b8cf191e2094fc876480f38c4e6377cf6217b8a334d27cbc9107ae6,213,2618,倒數計時器｜日期、時間與活動倒數 - FunnyTools,倒數計時器,免費線上倒數計時器，支援時分秒、目標日期時間、開始暫停重設、瀏覽器標題更新、時間到音效與提示。 本工具可免費使用且不需註冊，輸入內容與檔案均在瀏覽器本機處理，不會主動上傳至 FunnyTools 免費線上工具箱 伺服器。,2026-09-03,53,1,工具互動區 時長 目標時間 時 分 秒 目標日期與時間 準備開始 05:00 分:秒 開始 暫停 重設 自願支持本站 ❤️ 這個工具有幫上忙嗎？ FunnyTools 希望所有工具都能持續免費。 如果你剛好有購物需求，可以透過下面的分潤連結支持我們。你不需要多支付任何費用，我們可能會從符合條件的購買中獲得少量分潤。 部分連結為分潤連結。若您透過連結完成符合條,2026-09-13T08:39:01.575Z
