locale,treatment_url,control_url,cluster,score,qualifies,reason
zh-TW,https://funnytools.win/tools/age-calculator/,https://funnytools.win/tools/break-reminder/,time,90,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 13d (10/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.671 (5/5); utility family calculator/time (2/7)
zh-TW,https://funnytools.win/tools/break-reminder/,https://funnytools.win/tools/business-days/,time,95,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 3d (15/15); internal links delta 4 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family time/time (7/7)
zh-TW,https://funnytools.win/tools/break-reminder/,https://funnytools.win/tools/countdown-timer/,time,96,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 4d (15/15); internal links delta 5 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity low-similarity-0.654 (5/5); utility family time/time (7/7)
zh-TW,https://funnytools.win/tools/break-reminder/,https://funnytools.win/tools/date-difference/,time,95,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 4d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family time/time (7/7)
zh-TW,https://funnytools.win/tools/break-reminder/,https://funnytools.win/tools/pomodoro-timer/,time,100,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 1d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.654 (5/5); utility family time/time (7/7)
zh-TW,https://funnytools.win/tools/break-reminder/,https://funnytools.win/tools/timestamp-converter/,time,95,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 11d (10/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.654 (5/5); utility family time/time (7/7)
zh-TW,https://funnytools.win/tools/business-days/,https://funnytools.win/tools/age-calculator/,time,80,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 16d (5/15); internal links delta 4 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family time/calculator (2/7)
zh-TW,https://funnytools.win/tools/business-days/,https://funnytools.win/tools/break-reminder/,time,95,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 3d (15/15); internal links delta 4 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family time/time (7/7)
zh-TW,https://funnytools.win/tools/business-days/,https://funnytools.win/tools/countdown-timer/,time,91,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 7d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity high-risk-marker (0/5); utility family time/time (7/7)
zh-TW,https://funnytools.win/tools/business-days/,https://funnytools.win/tools/date-difference/,time,95,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 7d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family time/time (7/7)
zh-TW,https://funnytools.win/tools/business-days/,https://funnytools.win/tools/pomodoro-timer/,time,95,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 4d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family time/time (7/7)
zh-TW,https://funnytools.win/tools/business-days/,https://funnytools.win/tools/timestamp-converter/,time,90,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 14d (10/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family time/time (7/7)
zh-TW,https://funnytools.win/tools/cad-2d/,https://funnytools.win/tools/bar-chart-maker/,draw,96,yes,same locale zh-TW; same page_type tool; same cluster draw; crawl age delta 4d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity low-similarity-0.686 (5/5); utility family draw/draw (7/7)
zh-TW,https://funnytools.win/tools/cad-2d/,https://funnytools.win/tools/flowchart/,draw,100,yes,same locale zh-TW; same page_type tool; same cluster draw; crawl age delta 7d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family draw/draw (7/7)
zh-TW,https://funnytools.win/tools/cad-2d/,https://funnytools.win/tools/pie-chart-maker/,draw,95,yes,same locale zh-TW; same page_type tool; same cluster draw; crawl age delta 10d (10/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.686 (5/5); utility family draw/draw (7/7)
zh-TW,https://funnytools.win/tools/cad-2d/,https://funnytools.win/tools/sketchpad/,draw,95,yes,same locale zh-TW; same page_type tool; same cluster draw; crawl age delta 10d (10/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family draw/draw (7/7)
zh-TW,https://funnytools.win/tools/case-converter/,https://funnytools.win/tools/base64/,text,96,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 1d (15/15); internal links delta 4 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity low-similarity-0.626 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/case-converter/,https://funnytools.win/tools/csv-to-json/,text,95,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 2d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/case-converter/,https://funnytools.win/tools/json-formatter/,text,95,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 8d (10/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.700 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/case-converter/,https://funnytools.win/tools/json-to-csv/,text,95,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 1d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/case-converter/,https://funnytools.win/tools/markdown-previewer/,text,100,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 2d (15/15); internal links delta 5 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.626 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/case-converter/,https://funnytools.win/tools/remove-duplicate-lines/,text,100,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 7d (15/15); internal links delta 5 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.695 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/case-converter/,https://funnytools.win/tools/remove-empty-lines/,text,100,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 0d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.695 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/case-converter/,https://funnytools.win/tools/sort-lines/,text,95,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 8d (10/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.654 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/case-converter/,https://funnytools.win/tools/url-encoder/,text,100,yes,same locale zh-TW; same page_type tool; same cluster text; crawl age delta 1d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.626 (5/5); utility family text/text (7/7)
zh-TW,https://funnytools.win/tools/class-rank-percentile-calculator/,https://funnytools.win/tools/apa-7-report-generator/,statistics,95,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 14d (10/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.669 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/class-rank-percentile-calculator/,https://funnytools.win/tools/cronbach-alpha-calculator/,statistics,96,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 0d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/1-10 (4/8); similarity low-similarity-0.677 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/class-rank-percentile-calculator/,https://funnytools.win/tools/grade-average/,statistics,85,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 17d (5/15); internal links delta 5 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/class-rank-percentile-calculator/,https://funnytools.win/tools/independent-samples-t-test-calculator/,statistics,100,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 2d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.669 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/class-rank-percentile-calculator/,https://funnytools.win/tools/normalized-score-converter/,statistics,100,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 3d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.774 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/class-rank-percentile-calculator/,https://funnytools.win/tools/percentage-calculator/,statistics,95,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 13d (10/15); internal links delta 4 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.697 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/class-rank-percentile-calculator/,https://funnytools.win/tools/percentile-rank-calculator/,statistics,100,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 7d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.669 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/class-rank-percentile-calculator/,https://funnytools.win/tools/spss-result-interpreter/,statistics,100,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 0d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.669 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/class-rank-percentile-calculator/,https://funnytools.win/tools/standard-deviation/,statistics,95,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 2d (15/15); internal links delta 4 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/class-rank-percentile-calculator/,https://funnytools.win/tools/t-score-calculator/,statistics,91,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 2d (15/15); internal links delta 7 (8/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/class-rank-percentile-calculator/,https://funnytools.win/tools/teacher-exam-score-converter/,statistics,95,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 4d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/class-rank-percentile-calculator/,https://funnytools.win/tools/weighted-average-calculator/,statistics,95,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 3d (15/15); internal links delta 5 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/class-rank-percentile-calculator/,https://funnytools.win/tools/z-score-calculator/,statistics,80,yes,same locale zh-TW; same page_type tool; same cluster statistics; crawl age delta 44d (0/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity high-risk-marker (0/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/color-generator/,https://funnytools.win/tools/dice-roller/,random,100,yes,same locale zh-TW; same page_type tool; same cluster random; crawl age delta 5d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
zh-TW,https://funnytools.win/tools/color-generator/,https://funnytools.win/tools/random-name-picker/,random,100,yes,same locale zh-TW; same page_type tool; same cluster random; crawl age delta 3d (15/15); internal links delta 5 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.780 (5/5); utility family random/random (7/7)
zh-TW,https://funnytools.win/tools/color-generator/,https://funnytools.win/tools/random-number-picker/,random,100,yes,same locale zh-TW; same page_type tool; same cluster random; crawl age delta 3d (15/15); internal links delta 3 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.695 (5/5); utility family random/random (7/7)
zh-TW,https://funnytools.win/tools/color-generator/,https://funnytools.win/tools/random-wheel/,random,100,yes,same locale zh-TW; same page_type tool; same cluster random; crawl age delta 0d (15/15); internal links delta 4 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.658 (5/5); utility family random/random (7/7)
zh-TW,https://funnytools.win/tools/color-generator/,https://funnytools.win/tools/this-or-that/,random,100,yes,same locale zh-TW; same page_type tool; same cluster random; crawl age delta 5d (15/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.658 (5/5); utility family random/random (7/7)
zh-TW,https://funnytools.win/tools/color-generator/,https://funnytools.win/tools/uuid-generator/,random,100,yes,same locale zh-TW; same page_type tool; same cluster random; crawl age delta 3d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
zh-TW,https://funnytools.win/tools/color-generator/,https://funnytools.win/tools/what-to-eat/,random,85,yes,same locale zh-TW; same page_type tool; same cluster random; crawl age delta 26d (0/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family random/random (7/7)
zh-TW,https://funnytools.win/tools/compound-interest/,https://funnytools.win/tools/inflation/,money,100,yes,same locale zh-TW; same page_type tool; same cluster money; crawl age delta 6d (15/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/compound-interest/,https://funnytools.win/tools/mortgage-payment/,money,95,yes,same locale zh-TW; same page_type tool; same cluster money; crawl age delta 13d (10/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.765 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/compound-interest/,https://funnytools.win/tools/overtime-pay/,money,90,yes,same locale zh-TW; same page_type tool; same cluster money; crawl age delta 16d (5/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity similarity-not-recorded (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/compound-interest/,https://funnytools.win/tools/savings-goal/,money,95,yes,same locale zh-TW; same page_type tool; same cluster money; crawl age delta 8d (10/15); internal links delta 0 (12/12); crawl depth matched; impression bucket 0/0 (8/8); similarity low-similarity-0.765 (5/5); utility family calculator/calculator (7/7)
zh-TW,https://funnytools.win/tools/countdown-timer/,https://funnytools.win/tools/age-calculator/,time,86,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 9d (10/15); internal links delta 5 (12/12); crawl depth matched; impression bucket 1-10/0 (4/8); similarity low-similarity-0.671 (5/5); utility family time/calculator (2/7)
zh-TW,https://funnytools.win/tools/countdown-timer/,https://funnytools.win/tools/break-reminder/,time,96,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 4d (15/15); internal links delta 5 (12/12); crawl depth matched; impression bucket 1-10/0 (4/8); similarity low-similarity-0.654 (5/5); utility family time/time (7/7)
zh-TW,https://funnytools.win/tools/countdown-timer/,https://funnytools.win/tools/business-days/,time,91,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 7d (15/15); internal links delta 1 (12/12); crawl depth matched; impression bucket 1-10/0 (4/8); similarity high-risk-marker (0/5); utility family time/time (7/7)
zh-TW,https://funnytools.win/tools/countdown-timer/,https://funnytools.win/tools/date-difference/,time,91,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 0d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 1-10/0 (4/8); similarity high-risk-marker (0/5); utility family time/time (7/7)
zh-TW,https://funnytools.win/tools/countdown-timer/,https://funnytools.win/tools/pomodoro-timer/,time,96,yes,same locale zh-TW; same page_type tool; same cluster time; crawl age delta 3d (15/15); internal links delta 2 (12/12); crawl depth matched; impression bucket 1-10/0 (4/8); similarity low-similarity-0.654 (5/5); utility family time/time (7/7)
