snapshot_stage,snapshot_label,snapshot_at,pair_id,cohort,locale,cluster,url,google_status,google_known,google_crawled,google_indexed,coverage_state,indexing_state,robots_txt_state,page_fetch_state,last_crawl_time,inspection_result_link,google_canonical,user_canonical,canonical_category,rendered_path,main_content_hash,main_unique_content_hash,word_count,token_count,title,h1,description,sitemap_lastmod,internal_link_count,crawl_depth,main_content_excerpt,gsc_inspected_at
before,before,2026-09-13T09:47:40.592Z,P2B-11,treatment,fr,statistics,https://funnytools.win/fr/outils/calcul-moyenne-notes/,Crawled Not Indexed,yes,yes,no,"Explorée, actuellement non indexée",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-08T07:10:58Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=e9BoIlOqZy7Q3TXXLoPZJQ&utm_medium=link&utm_source=api,https://funnytools.win/fr/outils/calcul-moyenne-notes/,https://funnytools.win/fr/outils/calcul-moyenne-notes/,SELF_MATCH,dist/fr/outils/calcul-moyenne-notes/index.html,da1a05c3ba8fa460f5eab1c4b11597f7fa7f485905df3d90cfeeeb389968781d,2418cac2ee43707a21c0abcef2caa33ede8b50f5d698bcd1658a4d64ca5807bd,1915,10103,Calcul moyenne notes avec coefficients - FunnyTools,Calculer une moyenne de notes avec coefficients,"Calculez une moyenne de notes simple ou pondérée avec coefficients. Outil gratuit, sans inscription, avec formule, exemples et vérifications.",2026-09-10,29,1,Utiliser l’outil Ajouter une ligne Copier le résultat Exporter en CSV Notes valides 0 Somme 0.00 Moyenne simple -- Moyenne pondérée -- Saisissez au moins une note valide. Résultat,2026-09-13T08:28:07.349Z
before,before,2026-09-13T09:47:40.595Z,P2B-12,treatment,fr,money,https://funnytools.win/fr/outils/calculateur-inflation-pouvoir-achat/,Crawled Not Indexed,yes,yes,no,"Explorée, actuellement non indexée",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-21T15:13:18Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=6hX3hcTtxglT_RmitkEKUA&utm_medium=link&utm_source=api,https://funnytools.win/fr/outils/calculateur-inflation-pouvoir-achat/,https://funnytools.win/fr/outils/calculateur-inflation-pouvoir-achat/,SELF_MATCH,dist/fr/outils/calculateur-inflation-pouvoir-achat/index.html,b2cfd6eaac6a5745077eaabe26e7cbffdec0a9443064610f2893c40aed7f03b2,c820c8fc99d55146d362acb33a6cf3a89fcfedce3890986cd3cad50f7123e73a,2420,12684,Calculateur inflation et pouvoir d’achat en ligne - FunnyTools,Calculateur d’inflation et de pouvoir d’achat,"Calculez inflation cumulée, coût futur et pouvoir d’achat avec montant, taux et durée. Formule, IPC Insee, exemples et limites expliqués.",2026-09-04,29,1,Utiliser l’outil Montant Inflation annuelle supposée (%) Nombre d’années entières Question à calculer Coût futur depuis aujourd’hui Pouvoir d’achat futur en monnaie d’aujourd’hui É,2026-09-13T08:28:16.820Z
before,before,2026-09-13T09:47:40.598Z,P2B-13,treatment,fr,time,https://funnytools.win/fr/outils/calculateur-jours-ouvres/,Crawled Not Indexed,yes,yes,no,"Explorée, actuellement non indexée",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-01T05:08:42Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=YLLLiyjTdyj9CrPN81t0xQ&utm_medium=link&utm_source=api,https://funnytools.win/fr/outils/calculateur-jours-ouvres/,https://funnytools.win/fr/outils/calculateur-jours-ouvres/,SELF_MATCH,dist/fr/outils/calculateur-jours-ouvres/index.html,9a18311fcc93c7a9a4c09e478547b4d717c13b3081fd2b9f36a5b645e31e9192,925cfa7cb7919471870c83941b7363bd89748d78b4918bafa21b385e6850eb5c,1967,10886,Calculateur de jours ouvrés entre deux dates - FunnyTools,Calculateur de jours ouvrés,"Calculez le nombre de jours ouvrés entre deux dates avec week-ends, jours fériés France 2026 et liste personnalisée.",2026-07-29,29,1,Utiliser l’outil Date de début Date de fin Inclure la date de fin Exclure samedi et dimanche Charger un calendrier de référence Sélectionnez un calendrier… France métropolitaine 20,2026-09-13T08:28:21.444Z
before,before,2026-09-13T09:47:40.602Z,P2B-14,treatment,fr,statistics,https://funnytools.win/fr/outils/calculateur-moyenne-ponderee/,Crawled Not Indexed,yes,yes,no,"Explorée, actuellement non indexée",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-24T06:24:53Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=LD-tDo7843koRPIVIQ8Nvg&utm_medium=link&utm_source=api,https://funnytools.win/fr/outils/calculateur-moyenne-ponderee/,https://funnytools.win/fr/outils/calculateur-moyenne-ponderee/,SELF_MATCH,dist/fr/outils/calculateur-moyenne-ponderee/index.html,bcd6e6b737ddb97d0ea4a0c3e3af11d7d111b98221074124d5f995b4afae3d9a,20cd8976a0df6f319a641a78c426ce1ae80b82295c26ea82c0dee18221df42fa,1545,8186,Moyenne pondérée | Calculateur et formule - FunnyTools,Calculateur de moyenne pondérée,"Calculez une moyenne pondérée avec notes, coefficients, pourcentages ou crédits. Formule, somme des poids, exemples et contrôles.",2026-07-30,29,1,Utiliser l’outil Ajouter une ligne Calculer la moyenne pondérée Ce que vous pouvez faire ici Combiner au moins deux valeurs avec des poids strictement positifs. Accepter pourcentag,2026-09-13T08:28:27.532Z
before,before,2026-09-13T09:47:40.606Z,P2B-15,treatment,fr,time,https://funnytools.win/fr/outils/calculer-difference-entre-dates/,Crawled Not Indexed,yes,yes,no,"Explorée, actuellement non indexée",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-19T16:16:16Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=8B24UEvLdPoEwY8sIJCi8Q&utm_medium=link&utm_source=api,https://funnytools.win/fr/outils/calculer-difference-entre-dates/,https://funnytools.win/fr/outils/calculer-difference-entre-dates/,SELF_MATCH,dist/fr/outils/calculer-difference-entre-dates/index.html,c863e1a774fb349375b29c8b40d3ea65aa8484e7fd50b8f9b5d849b1efcb4f81,3f59317025776612bf48392f01f4608f705b482cea93ba3113fb2cc8fd7e4a5e,2059,10403,Différence entre deux dates : calcul en jours - FunnyTools,Calculer la différence entre deux dates,"Calculez la différence entre deux dates en jours, semaines, mois ou années-mois-jours. Choisissez si la date de fin doit être incluse.",2026-07-29,29,1,"Utiliser l’outil Date de début Date de fin Inclure la date de fin Calculer Copier le résultat Jours totaux 0 Semaines 0 Mois 0 Années, mois et jours 0 Lundis à vendredis 0 Samedis",2026-09-13T08:28:43.749Z
before,before,2026-09-13T09:47:40.609Z,P2B-16,treatment,zh-TW,draw,https://funnytools.win/tools/bar-chart-maker/,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-13T18:43:24Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=MOyetCt1lUcLc5GJtPULrw&utm_medium=link&utm_source=api,https://funnytools.win/tools/bar-chart-maker/,https://funnytools.win/tools/bar-chart-maker/,SELF_MATCH,dist/tools/bar-chart-maker/index.html,fe727b3e9083e3ed4cc5d41f4a49e3b0bcea443275b5a90dd2a4fd264b261a59,e8e0264140c39be98dd4a3009c375cace43ec87706540ebeeec5cdb3ef371488,205,2448,長條圖製作工具｜線上免費長條圖產生器 - FunnyTools,長條圖製作工具,免費線上長條圖製作工具，輸入標籤與數值即可產生長條圖並匯出 PNG，適合報告、簡報與教學，瀏覽器本機處理。 本工具可免費使用且不需註冊，輸入內容與檔案均在瀏覽器本機處理，不會主動上傳至 FunnyTools 免費線上工具箱 伺服器。,2026-09-02,51,1,工具互動區 圖表標題（選填） 標籤 數值 新增一列 匯出 PNG 自願支持本站 ❤️ 這個工具有幫上忙嗎？ FunnyTools 希望所有工具都能持續免費。 如果你剛好有購物需求，可以透過下面的分潤連結支持我們。你不需要多支付任何費用，我們可能會從符合條件的購買中獲得少量分潤。 部分連結為分潤連結。若您透過連結完成符合條件的購買，我們可能獲得分潤，您的購買價,2026-09-13T08:38:33.863Z
before,before,2026-09-13T09:47:40.611Z,P2B-17,treatment,zh-TW,text,https://funnytools.win/tools/base64/,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-21T15:50:49Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=yexXyvL5trssHkFtNm4UNw&utm_medium=link&utm_source=api,https://funnytools.win/tools/base64/,https://funnytools.win/tools/base64/,SELF_MATCH,dist/tools/base64/index.html,a795094d680b41ef7f7f8cd95031379624c2e82d738587d58996fcb8443e1977,6cad7052a00264a20e47e7c568350b0ec1adf9ddf66032e7282a9b9c9f547856,267,2389,Base64 編碼解碼｜免費 UTF-8 線上工具 - FunnyTools,Base64 編碼解碼,免費 Base64 編碼與解碼工具，支援 UTF-8 中文、emoji 與一般純文字，並提供錯誤提示。 本工具可免費使用且不需註冊，輸入內容與檔案均在瀏覽器本機處理，不會主動上傳至 FunnyTools 免費線上工具箱 伺服器。,2026-09-02,49,1,工具互動區 輸入 編碼 解碼 複製輸出 清除 輸出 已複製 自願支持本站 ❤️ 這個工具有幫上忙嗎？ FunnyTools 希望所有工具都能持續免費。 如果你剛好有購物需求，可以透過下面的分潤連結支持我們。你不需要多支付任何費用，我們可能會從符合條件的購買中獲得少量分潤。 部分連結為分潤連結。若您透過連結完成符合條件的購買，我們可能獲得分潤，您的購買價格不會,2026-09-13T08:38:39.099Z
before,before,2026-09-13T09:47:40.614Z,P2B-18,treatment,zh-TW,statistics,https://funnytools.win/tools/cronbach-alpha-calculator/,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-18T22:35:45Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=-6-cqvB0o8PzmgS3Ko4gSw&utm_medium=link&utm_source=api,https://funnytools.win/tools/cronbach-alpha-calculator/,https://funnytools.win/tools/cronbach-alpha-calculator/,SELF_MATCH,dist/tools/cronbach-alpha-calculator/index.html,da1f6431f33d7df1ec15a289cb3f0d49e7e050cf5a38a5a6cb2c99787e2ba313,b6854bdd9267f59148e0be73bc8228b3c49fea580e8e83da83d72fb5e0a5855e,254,2399,Cronbach Alpha 計算器｜問卷量表信度估算 - FunnyTools,Cronbach’s Alpha 計算器,貼上受試者乘題目的原始資料，估算 Cronbach alpha、題目數與有效樣本數，適合問卷信度初步檢查。 本工具可免費使用且不需註冊，輸入內容與檔案均在瀏覽器本機處理，不會主動上傳至 FunnyTools 免費線上工具箱 伺服器。,2026-09-03,47,1,"工具互動區 作答資料（每列一人、每欄一題） 4,3,4,5 3,3,4,4 5,4,5,5 2,3,2,3 4,4,3,4 計算 Cronbach’s α 自願支持本站 ❤️ 這個工具有幫上忙嗎？ FunnyTools 希望所有工具都能持續免費。 如果你剛好有購物需求，可以透過下面的分潤連結支持我們。你不需要多支付任何費用，我們可能會從符合條件的購買中獲得少",2026-09-13T08:39:06.332Z
before,before,2026-09-13T09:47:40.617Z,P2B-19,treatment,zh-TW,study,https://funnytools.win/tools/seating-chart/,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-18T23:10:18Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=j2ch9C4Lz4kElH06fzRa2w&utm_medium=link&utm_source=api,https://funnytools.win/tools/seating-chart/,https://funnytools.win/tools/seating-chart/,SELF_MATCH,dist/tools/seating-chart/index.html,b8429a301892b20b2c83c756baa0019b9db35056918c0303cb93462d29dd5bfb,9189b22d0813ca3ff740f3227919e0dd86fb67714652e41e7eb79cf505d6abfc,255,3109,座位表產生器｜免費製作教室座位表與隨機排座位 - FunnyTools,座位表產生器,貼上學生名單，設定列數與欄數，隨機或依序產生座位表，可複製與列印。 本工具可免費使用且不需註冊，輸入內容與檔案均在瀏覽器本機處理，不會主動上傳至 FunnyTools 免費線上工具箱 伺服器。,2026-09-03,52,1,工具互動區 學生名單 列數 欄數 填入方向 依列填入 依欄填入 隨機洗牌 產生座位表 複製 匯出 CSV 列印 重設 座位表會顯示在這裡 已複製 自願支持本站 ❤️ 這個工具有幫上忙嗎？ FunnyTools 希望所有工具都能持續免費。 如果你剛好有購物需求，可以透過下面的分潤連結支持我們。你不需要多支付任何費用，我們可能會從符合條件的購買中獲得少量分潤。,2026-09-13T08:41:09.870Z
before,before,2026-09-13T09:47:40.621Z,P2B-20,treatment,zh-TW,time,https://funnytools.win/tools/countdown-timer/,Crawled Not Indexed,yes,yes,no,已檢索 - 目前尚未建立索引,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-14T02:47:43Z,https://search.google.com/search-console/inspect?resource_id=sc-domain:funnytools.win&id=dtf2QXcumOOQGykff8oDWw&utm_medium=link&utm_source=api,https://funnytools.win/tools/countdown-timer/,https://funnytools.win/tools/countdown-timer/,SELF_MATCH,dist/tools/countdown-timer/index.html,dc6a78a3331391e8008b19d9430eb02b593cbe914b0f399bd7031bd0c7bbb774,513c59ad1ab054b89860ab64807bc2c20ef762bfa4e2598dfe2fc7193de69936,196,2199,倒數計時器｜日期、時間與活動倒數 - FunnyTools,倒數計時器,免費線上倒數計時器，支援時分秒、目標日期時間、開始暫停重設、瀏覽器標題更新、時間到音效與提示。 本工具可免費使用且不需註冊，輸入內容與檔案均在瀏覽器本機處理，不會主動上傳至 FunnyTools 免費線上工具箱 伺服器。,2026-09-03,53,1,工具互動區 時長 目標時間 時 分 秒 目標日期與時間 準備開始 05:00 分:秒 開始 暫停 重設 自願支持本站 ❤️ 這個工具有幫上忙嗎？ FunnyTools 希望所有工具都能持續免費。 如果你剛好有購物需求，可以透過下面的分潤連結支持我們。你不需要多支付任何費用，我們可能會從符合條件的購買中獲得少量分潤。 部分連結為分潤連結。若您透過連結完成符合條,2026-09-13T08:39:01.575Z
